Date-Time,Instantaneous computed discharge (cfs)_x,Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous computed discharge (cfs)_y,Computed instantaneous sediment corrected backscatter (dB)
06/27/2016 03:00,19100,0,0,0,19000,0
06/27/2016 02:00,18500,0,0,0,19000,0
06/27/2016 01:00,18700,0,0,0,19000,0
06/27/2016 00:00,18400,0,0,0,18000,0
06/26/2016 23:00,17700,0,0,0,18000,0
06/26/2016 22:00,18000,0,0,0,18000,0
06/26/2016 21:00,18400,0,0,0,18000,0
06/26/2016 20:00,18100,0,0,0,18000,0
06/26/2016 19:00,18200,0,0,0,18000,0
06/26/2016 18:00,17900,0,0,0,18000,0
06/26/2016 17:00,17500,0,0,0,18000,0
06/26/2016 16:00,17300,0,0,0,17000,0
06/26/2016 15:00,17600,0,0,0,18000,0
06/26/2016 14:00,18200,0,0,0,18000,0
06/26/2016 13:00,18500,0,0,0,19000,0
06/26/2016 12:00,18300,0,0,0,18000,0
06/26/2016 11:00,18300,0,0,0,18000,0
06/26/2016 10:00,18200,0,0,0,18000,0
06/26/2016 09:00,18100,0,0,0,18000,0
06/26/2016 08:00,18700,0,0,0,19000,0
06/26/2016 07:00,18200,0,0,0,18000,0
06/26/2016 06:00,18400,0,0,0,18000,0
06/26/2016 05:00,18000,0,0,0,18000,0
06/26/2016 04:00,18300,0,0,0,18000,0
06/26/2016 03:00,17800,0,0,0,18000,0
06/26/2016 02:00,17500,0,0,0,18000,0
06/26/2016 01:00,18800,0,0,0,19000,0
06/26/2016 00:00,18400,0,0,0,18000,0
06/25/2016 23:00,18300,0,0,0,18000,0
06/25/2016 22:00,18100,0,0,0,18000,0
06/25/2016 21:00,17700,0,0,0,18000,0
06/25/2016 20:00,17900,0,0,0,18000,0
06/25/2016 19:00,18100,0,0,0,18000,0
06/25/2016 18:00,17900,0,0,0,18000,0
06/25/2016 17:00,17700,0,0,0,18000,0
06/25/2016 16:00,17500,0,0,0,18000,0
06/25/2016 15:00,17400,0,0,0,17000,0
06/25/2016 14:00,17000,0,0,0,17000,0
06/25/2016 13:00,17900,0,0,0,18000,0
06/25/2016 12:00,17400,0,0,0,17000,0
06/25/2016 11:00,17800,0,0,0,18000,0
06/25/2016 10:00,17300,0,0,0,17000,0
06/25/2016 09:00,17900,0,0,0,18000,0
06/25/2016 08:00,18300,0,0,0,18000,0
06/25/2016 07:00,18500,0,0,0,19000,0
06/25/2016 06:00,18300,0,0,0,18000,0
06/25/2016 05:00,18100,0,0,0,18000,0
06/25/2016 04:00,18100,0,0,0,18000,0
06/25/2016 03:00,17800,0,0,0,18000,0
06/25/2016 02:00,17800,0,0,0,18000,0
06/25/2016 01:00,17900,0,0,0,18000,0
06/25/2016 00:00,17900,0,0,0,18000,0
06/24/2016 23:00,18000,0,0,0,18000,0
06/24/2016 22:00,17900,0,0,0,18000,0
06/24/2016 21:00,18400,0,0,0,18000,0
06/24/2016 20:00,18100,0,0,0,18000,0
06/24/2016 19:00,17100,0,0,0,17000,0
06/24/2016 18:00,17900,0,0,0,18000,0
06/24/2016 17:00,17700,0,0,0,18000,0
06/24/2016 16:00,17700,0,0,0,18000,0
06/24/2016 15:00,18100,0,0,0,18000,0
06/24/2016 14:00,18100,0,0,0,18000,0
06/24/2016 13:00,17600,0,0,0,18000,0
06/24/2016 12:00,17600,0,0,0,18000,0
06/24/2016 11:00,17900,0,0,0,18000,0
06/24/2016 10:00,17100,0,0,0,17000,0
06/24/2016 09:00,18400,0,0,0,18000,0
06/24/2016 08:00,18600,0,0,0,19000,0
06/24/2016 07:00,18300,0,0,0,18000,0
06/24/2016 06:00,18200,0,0,0,18000,0
06/24/2016 05:00,18400,0,0,0,18000,0
06/24/2016 04:00,18300,0,0,0,18000,0
06/24/2016 03:00,16400,0,0,0,16000,0
06/24/2016 02:00,17600,0,0,0,18000,0
06/24/2016 01:00,18000,0,0,0,18000,0
06/24/2016 00:00,17900,0,0,0,18000,0
06/23/2016 23:00,17900,0,0,0,18000,0
06/23/2016 22:00,18000,0,0,0,18000,0
06/23/2016 21:00,18300,0,0,0,18000,0
06/23/2016 20:00,17900,0,0,0,18000,0
06/23/2016 19:00,17700,0,0,0,18000,0
06/23/2016 18:00,17500,0,0,0,18000,0
06/23/2016 17:00,17400,0,0,0,17000,0
06/23/2016 16:00,17400,0,0,0,17000,0
06/23/2016 15:00,17300,0,0,0,17000,0
06/23/2016 14:00,17300,0,0,0,17000,0
06/23/2016 13:00,18100,0,0,0,18000,0
06/23/2016 12:00,17900,0,0,0,18000,0
06/23/2016 11:00,18000,0,0,0,18000,0
06/23/2016 10:00,17300,0,0,0,17000,0
06/23/2016 09:00,16700,0,0,0,17000,0
06/23/2016 08:00,17600,0,0,0,18000,0
06/23/2016 07:00,17800,0,0,0,18000,0
06/23/2016 06:00,17700,0,0,0,18000,0
06/23/2016 05:00,18400,0,0,0,18000,0
06/23/2016 04:00,17900,0,0,0,18000,0
06/23/2016 03:00,18300,0,0,0,18000,0
06/23/2016 02:00,17500,0,0,0,18000,0
06/23/2016 01:00,17900,0,0,0,18000,0
06/23/2016 00:00,17400,0,0,0,17000,0
06/22/2016 23:00,17800,0,0,0,18000,0
06/22/2016 22:00,17600,0,0,0,18000,0
06/22/2016 21:00,18300,0,0,0,18000,0
06/22/2016 20:00,18200,0,0,0,18000,0
06/22/2016 19:00,18000,0,0,0,18000,0
06/22/2016 18:00,17800,0,0,0,18000,0
06/22/2016 17:00,17800,0,0,0,18000,0
06/22/2016 16:00,17300,0,0,0,17000,0
06/22/2016 15:00,17300,0,0,0,17000,0
06/22/2016 14:00,17800,0,0,0,18000,0
06/22/2016 13:00,17400,0,0,0,17000,0
06/22/2016 12:00,16800,0,0,0,17000,0
06/22/2016 11:00,17100,0,0,0,17000,0
06/22/2016 10:00,17500,0,0,0,18000,0
06/22/2016 09:00,16500,0,0,0,17000,0
06/22/2016 08:00,17800,0,0,0,18000,0
06/22/2016 07:00,17700,0,0,0,18000,0
06/22/2016 06:00,17500,0,0,0,18000,0
06/22/2016 05:00,17900,0,0,0,18000,0
06/22/2016 04:00,18300,0,0,0,18000,0
06/22/2016 03:00,17700,0,0,0,18000,0
06/22/2016 02:00,17700,0,0,0,18000,0
06/22/2016 01:00,17800,0,0,0,18000,0
06/22/2016 00:00,17900,0,0,0,18000,0
06/21/2016 23:00,18200,0,0,0,18000,0
06/21/2016 22:00,18300,0,0,0,18000,0
06/21/2016 21:00,18100,0,0,0,18000,0
06/21/2016 20:00,17900,0,0,0,18000,0
06/21/2016 19:00,17900,0,0,0,18000,0
06/21/2016 18:00,17700,0,0,0,18000,0
06/21/2016 17:00,17100,0,0,0,17000,0
06/21/2016 16:00,17800,0,0,0,18000,0
06/21/2016 15:00,17500,0,0,0,18000,0
06/21/2016 14:00,17700,0,0,0,18000,0
06/21/2016 13:00,17900,0,0,0,18000,0
06/21/2016 12:00,18100,0,0,0,18000,0
06/21/2016 11:00,18100,0,0,0,18000,0
06/21/2016 10:00,18000,0,0,0,18000,0
06/21/2016 09:00,18400,0,0,0,18000,0
06/21/2016 08:00,18300,0,0,0,18000,0
06/21/2016 07:00,17800,0,0,0,18000,0
06/21/2016 06:00,17800,0,0,0,18000,0
06/21/2016 05:00,18300,0,0,0,18000,0
06/21/2016 04:00,18300,0,0,0,18000,0
06/21/2016 03:00,17700,0,0,0,18000,0
06/21/2016 02:00,17800,0,0,0,18000,0
06/21/2016 01:00,18000,0,0,0,18000,0
06/21/2016 00:00,18100,0,0,0,18000,0
06/20/2016 23:00,18300,0,0,0,18000,0
06/20/2016 22:00,17600,0,0,0,18000,0
06/20/2016 21:00,18300,0,0,0,18000,0
06/20/2016 20:00,18000,0,0,0,18000,0
06/20/2016 19:00,17800,0,0,0,18000,0
06/20/2016 18:00,17000,0,0,0,17000,0
06/20/2016 17:00,18300,0,0,0,18000,0
06/20/2016 16:00,18100,0,0,0,18000,0
06/20/2016 15:00,18500,0,0,0,19000,0
06/20/2016 14:00,18600,0,0,0,19000,0
06/20/2016 13:00,18100,0,0,0,18000,0
06/20/2016 12:00,18000,0,0,0,18000,0
06/20/2016 11:00,18000,0,0,0,18000,0
06/20/2016 10:00,18100,0,0,0,18000,0
06/20/2016 09:00,18000,0,0,0,18000,0
06/20/2016 08:00,18200,0,0,0,18000,0
06/20/2016 07:00,18400,0,0,0,18000,0
06/20/2016 06:00,18400,0,0,0,18000,0
06/20/2016 05:00,18100,0,0,0,18000,0
06/20/2016 04:00,18500,0,0,0,19000,0
06/20/2016 03:00,17800,0,0,0,18000,0
06/20/2016 02:00,18100,0,0,0,18000,0
06/20/2016 01:00,18500,0,0,0,19000,0
06/20/2016 00:00,18400,0,0,0,18000,0
06/19/2016 23:00,18800,0,0,0,19000,0
06/19/2016 22:00,18500,0,0,0,19000,0
06/19/2016 21:00,18500,0,0,0,19000,0
06/19/2016 20:00,18500,0,0,0,19000,0
06/19/2016 19:00,17900,0,0,0,18000,0
06/19/2016 18:00,18100,0,0,0,18000,0
06/19/2016 17:00,18100,0,0,0,18000,0
06/19/2016 16:00,18200,0,0,0,18000,0
06/19/2016 15:00,18000,0,0,0,18000,0
06/19/2016 14:00,18100,0,0,0,18000,0
06/19/2016 13:00,18100,0,0,0,18000,0
06/19/2016 12:00,18200,0,0,0,18000,0
06/19/2016 11:00,18500,0,0,0,19000,0
06/19/2016 10:00,18300,0,0,0,18000,0
06/19/2016 09:00,18600,0,0,0,19000,0
06/19/2016 08:00,18500,0,0,0,19000,0
06/19/2016 07:00,18900,0,0,0,19000,0
06/19/2016 06:00,18100,0,0,0,18000,0
06/19/2016 05:00,18400,0,0,0,18000,0
06/19/2016 04:00,18900,0,0,0,19000,0
06/19/2016 03:00,19100,0,0,0,19000,0
06/19/2016 02:00,18000,0,0,0,18000,0
06/19/2016 01:00,18700,0,0,0,19000,0
06/19/2016 00:00,18300,0,0,0,18000,0
06/18/2016 23:00,18800,0,0,0,19000,0
06/18/2016 22:00,18700,0,0,0,19000,0
06/18/2016 21:00,18300,0,0,0,18000,0
06/18/2016 20:00,18400,0,0,0,18000,0
06/18/2016 19:00,18500,0,0,0,19000,0
06/18/2016 18:00,18200,0,0,0,18000,0
06/18/2016 17:00,18400,0,0,0,18000,0
06/18/2016 16:00,18300,0,0,0,18000,0
06/18/2016 15:00,18900,0,0,0,19000,0
06/18/2016 14:00,18700,0,0,0,19000,0
06/18/2016 13:00,17800,0,0,0,18000,0
06/18/2016 12:00,17800,0,0,0,18000,0
06/18/2016 11:00,17900,0,0,0,18000,0
06/18/2016 10:00,17500,0,0,0,18000,0
06/18/2016 09:00,16500,0,0,0,17000,0
06/18/2016 08:00,17200,0,0,0,17000,0
06/18/2016 07:00,17200,0,0,0,17000,0
06/18/2016 06:00,17500,0,0,0,18000,0
06/18/2016 05:00,18500,0,0,0,19000,0
06/18/2016 04:00,18100,0,0,0,18000,0
06/18/2016 03:00,17800,0,0,0,18000,0
06/18/2016 02:00,17800,0,0,0,18000,0
06/18/2016 01:00,17600,0,0,0,18000,0
06/18/2016 00:00,17700,0,0,0,18000,0
06/17/2016 23:00,18400,0,0,0,18000,0
06/17/2016 22:00,18200,0,0,0,18000,0
06/17/2016 21:00,18400,0,0,0,18000,0
06/17/2016 20:00,18900,0,0,0,19000,0
06/17/2016 19:00,18400,0,0,0,18000,0
06/17/2016 18:00,18100,0,0,0,18000,0
06/17/2016 17:00,18600,0,0,0,19000,0
06/17/2016 16:00,18300,0,0,0,18000,0
06/17/2016 15:00,18100,0,0,0,18000,0
06/17/2016 14:00,17900,0,0,0,18000,0
06/17/2016 13:00,17800,0,0,0,18000,0
06/17/2016 12:00,16900,0,0,0,17000,0
06/17/2016 11:00,17900,0,0,0,18000,0
06/17/2016 10:00,16500,0,0,0,17000,0
06/17/2016 09:00,17100,0,0,0,17000,0
06/17/2016 08:00,17800,0,0,0,18000,0
06/17/2016 07:00,17100,0,0,0,17000,0
06/17/2016 06:00,18700,0,0,0,19000,0
06/17/2016 05:00,18000,0,0,0,18000,0
06/17/2016 04:00,18400,0,0,0,18000,0
06/17/2016 03:00,18000,0,0,0,18000,0
06/17/2016 02:00,18200,0,0,0,18000,0
06/17/2016 01:00,19100,0,0,0,19000,0
06/17/2016 00:00,18400,0,0,0,18000,0
06/16/2016 23:00,18600,0,0,0,19000,0
06/16/2016 22:00,18600,0,0,0,19000,0
06/16/2016 21:00,18400,0,0,0,18000,0
06/16/2016 20:00,18300,0,0,0,18000,0
06/16/2016 19:00,18700,0,0,0,19000,0
06/16/2016 18:00,18600,0,0,0,19000,0
06/16/2016 17:00,18800,0,0,0,19000,0
06/16/2016 16:00,17700,0,0,0,18000,0
06/16/2016 15:00,18800,0,0,0,19000,0
06/16/2016 14:00,19000,0,0,0,19000,0
06/16/2016 13:00,18000,0,0,0,18000,0
06/16/2016 12:00,17700,0,0,0,18000,0
06/16/2016 11:00,17600,0,0,0,18000,0
06/16/2016 10:00,16600,0,0,0,17000,0
06/16/2016 09:00,17900,0,0,0,18000,0
06/16/2016 08:00,17500,0,0,0,18000,0
06/16/2016 07:00,17700,0,0,0,18000,0
06/16/2016 06:00,18100,0,0,0,18000,0
06/16/2016 05:00,18100,0,0,0,18000,0
06/16/2016 04:00,18200,0,0,0,18000,0
06/16/2016 03:00,18000,0,0,0,18000,0
06/16/2016 02:00,18900,0,0,0,19000,0
06/16/2016 01:00,18300,0,0,0,18000,0
06/16/2016 00:00,18900,0,0,0,19000,0
06/15/2016 23:00,18700,0,0,0,19000,0
06/15/2016 22:00,19200,0,0,0,19000,0
06/15/2016 21:00,18700,0,0,0,19000,0
06/15/2016 20:00,18600,0,0,0,19000,0
06/15/2016 19:00,18500,0,0,0,19000,0
06/15/2016 18:00,18500,0,0,0,19000,0
06/15/2016 17:00,18000,0,0,0,18000,0
06/15/2016 16:00,18800,0,0,0,19000,0
06/15/2016 15:00,18500,0,0,0,19000,0
06/15/2016 14:00,18800,0,0,0,19000,0
06/15/2016 13:00,18800,0,0,0,19000,0
06/15/2016 12:00,18600,0,0,0,19000,0
06/15/2016 11:00,18800,0,0,0,19000,0
06/15/2016 10:00,18000,0,0,0,18000,0
06/15/2016 09:00,17900,0,0,0,18000,0
06/15/2016 08:00,18100,0,0,0,18000,0
06/15/2016 07:00,18600,0,0,0,19000,0
06/15/2016 06:00,18700,0,0,0,19000,0
06/15/2016 05:00,18600,0,0,0,19000,0
06/15/2016 04:00,18300,0,0,0,18000,0
06/15/2016 03:00,19100,0,0,0,19000,0
06/15/2016 02:00,18700,0,0,0,19000,0
06/15/2016 01:00,18400,0,0,0,18000,0
06/15/2016 00:00,18300,0,0,0,18000,0
06/14/2016 23:00,18700,0,0,0,19000,0
06/14/2016 22:00,18400,0,0,0,18000,0
06/14/2016 21:00,18900,0,0,0,19000,0
06/14/2016 20:00,18500,0,0,0,19000,0
06/14/2016 19:00,18500,0,0,0,19000,0
06/14/2016 18:00,18800,0,0,0,19000,0
06/14/2016 17:00,18800,0,0,0,19000,0
06/14/2016 16:00,18400,0,0,0,18000,0
06/14/2016 15:00,18600,0,0,0,19000,0
06/14/2016 14:00,19100,0,0,0,19000,0
06/14/2016 13:00,18500,0,0,0,19000,0
06/14/2016 12:00,19000,0,0,0,19000,0
06/14/2016 11:00,19300,0,0,0,19000,0
06/14/2016 10:00,18100,0,0,0,18000,0
06/14/2016 09:00,17700,0,0,0,18000,0
06/14/2016 08:00,18100,0,0,0,18000,0
06/14/2016 07:00,18300,0,0,0,18000,0
06/14/2016 06:00,18600,0,0,0,19000,0
06/14/2016 05:00,18700,0,0,0,19000,0
06/14/2016 04:00,19300,0,0,0,19000,0
06/14/2016 03:00,18500,0,0,0,19000,0
06/14/2016 02:00,18900,0,0,0,19000,0
06/14/2016 01:00,18900,0,0,0,19000,0
06/14/2016 00:00,18800,0,0,0,19000,0
06/13/2016 23:00,18500,0,0,0,19000,0
06/13/2016 22:00,18900,0,0,0,19000,0
06/13/2016 21:00,19300,0,0,0,19000,0
06/13/2016 20:00,19200,0,0,0,19000,0
06/13/2016 19:00,18900,0,0,0,19000,0
06/13/2016 18:00,19200,0,0,0,19000,0
06/13/2016 17:00,19000,0,0,0,19000,0
06/13/2016 16:00,18900,0,0,0,19000,0
06/13/2016 15:00,19000,0,0,0,19000,0
06/13/2016 14:00,19000,0,0,0,19000,0
06/13/2016 13:00,18500,0,0,0,19000,0
06/13/2016 12:00,19100,0,0,0,19000,0
06/13/2016 11:00,19200,0,0,0,19000,0
06/13/2016 10:00,19100,0,0,0,19000,0
06/13/2016 09:00,19500,0,0,0,20000,0
06/13/2016 08:00,19200,0,0,0,19000,0
06/13/2016 07:00,19100,0,0,0,19000,0
06/13/2016 06:00,18900,0,0,0,19000,0
06/13/2016 05:00,19100,0,0,0,19000,0
06/13/2016 04:00,18800,0,0,0,19000,0
06/13/2016 03:00,18400,0,0,0,18000,0
06/13/2016 02:00,19200,0,0,0,19000,0
06/13/2016 01:00,19200,0,0,0,19000,0
06/13/2016 00:00,19400,0,0,0,19000,0
06/12/2016 23:00,19800,0,0,0,20000,0
06/12/2016 22:00,19800,0,0,0,20000,0
06/12/2016 21:00,19500,0,0,0,20000,0
06/12/2016 20:00,19500,0,0,0,20000,0
06/12/2016 19:00,18500,0,0,0,19000,0
06/12/2016 18:00,19200,0,0,0,19000,0
06/12/2016 17:00,21800,0,0,0,22000,0
06/12/2016 16:00,18900,0,0,0,19000,0
06/12/2016 15:00,19600,0,0,0,20000,0
06/12/2016 14:00,19700,0,0,0,20000,0
06/12/2016 13:00,18800,0,0,0,19000,0
06/12/2016 12:00,19500,0,0,0,20000,0
06/12/2016 11:00,19300,0,0,0,19000,0
06/12/2016 10:00,19500,0,0,0,20000,0
06/12/2016 09:00,19500,0,0,0,20000,0
06/12/2016 08:00,19200,0,0,0,19000,0
06/12/2016 07:00,19400,0,0,0,19000,0
06/12/2016 06:00,19800,0,0,0,20000,0
06/12/2016 05:00,19500,0,0,0,20000,0
06/12/2016 04:00,19200,0,0,0,19000,0
06/12/2016 03:00,19000,0,0,0,19000,0
06/12/2016 02:00,19400,0,0,0,19000,0
06/12/2016 01:00,19800,0,0,0,20000,0
06/12/2016 00:00,20000,0,0,0,20000,0
06/11/2016 23:00,19900,0,0,0,20000,0
06/11/2016 22:00,19300,0,0,0,19000,0
06/11/2016 21:00,19700,0,0,0,20000,0
06/11/2016 20:00,19500,0,0,0,20000,0
06/11/2016 19:00,19400,0,0,0,19000,0
06/11/2016 18:00,19800,0,0,0,20000,0
06/11/2016 17:00,19400,0,0,0,19000,0
06/11/2016 16:00,19500,0,0,0,20000,0
06/11/2016 15:00,19400,0,0,0,19000,0
06/11/2016 14:00,19700,0,0,0,20000,0
06/11/2016 13:00,19600,0,0,0,20000,0
06/11/2016 12:00,19500,0,0,0,20000,0
06/11/2016 11:00,19400,0,0,0,19000,0
06/11/2016 10:00,19600,0,0,0,20000,0
06/11/2016 09:00,19200,0,0,0,19000,0
06/11/2016 08:00,18900,0,0,0,19000,0
06/11/2016 07:00,20100,0,0,0,20000,0
06/11/2016 06:00,19500,0,0,0,20000,0
06/11/2016 05:00,19800,0,0,0,20000,0
06/11/2016 04:00,20000,0,0,0,20000,0
06/11/2016 03:00,19800,0,0,0,20000,0
06/11/2016 02:00,19600,0,0,0,20000,0
06/11/2016 01:00,19800,0,0,0,20000,0
06/11/2016 00:00,19900,0,0,0,20000,0
06/10/2016 23:00,19500,0,0,0,20000,0
06/10/2016 22:00,19500,0,0,0,20000,0
06/10/2016 21:00,19600,0,0,0,20000,0
06/10/2016 20:00,20200,0,0,0,20000,0
06/10/2016 19:00,19500,0,0,0,20000,0
06/10/2016 18:00,19300,0,0,0,19000,0
06/10/2016 17:00,19500,0,0,0,20000,0
06/10/2016 16:00,18900,0,0,0,19000,0
06/10/2016 15:00,19200,0,0,0,19000,0
06/10/2016 14:00,19400,0,0,0,19000,0
06/10/2016 13:00,19300,0,0,0,19000,0
06/10/2016 12:00,18500,0,0,0,19000,0
06/10/2016 11:00,18900,0,0,0,19000,0
06/10/2016 10:00,19900,0,0,0,20000,0
06/10/2016 09:00,19700,0,0,0,20000,0
06/10/2016 08:00,20100,0,0,0,20000,0
06/10/2016 07:00,20000,0,0,0,20000,0
06/10/2016 06:00,20200,0,0,0,20000,0
06/10/2016 05:00,19900,0,0,0,20000,0
06/10/2016 04:00,19900,0,0,0,20000,0
06/10/2016 03:00,20000,0,0,0,20000,0
06/10/2016 02:00,19700,0,0,0,20000,0
06/10/2016 01:00,19700,0,0,0,20000,0
06/10/2016 00:00,20100,0,0,0,20000,0
06/09/2016 23:00,19600,0,0,0,20000,0
06/09/2016 22:00,19700,0,0,0,20000,0
06/09/2016 21:00,19600,0,0,0,20000,0
06/09/2016 20:00,19600,0,0,0,20000,0
06/09/2016 19:00,20200,0,0,0,20000,0
06/09/2016 18:00,20000,0,0,0,20000,0
06/09/2016 17:00,19900,0,0,0,20000,0
06/09/2016 16:00,19800,0,0,0,20000,0
06/09/2016 15:00,20100,0,0,0,20000,0
06/09/2016 14:00,20500,0,0,0,21000,0
06/09/2016 13:00,20400,0,0,0,20000,0
06/09/2016 12:00,20100,0,0,0,20000,0
06/09/2016 11:00,19900,0,0,0,20000,0
06/09/2016 10:00,20400,0,0,0,20000,0
06/09/2016 09:00,20700,0,0,0,21000,0
06/09/2016 08:00,20200,0,0,0,20000,0
06/09/2016 07:00,20000,0,0,0,20000,0
06/09/2016 06:00,20400,0,0,0,20000,0
06/09/2016 05:00,20500,0,0,0,21000,0
06/09/2016 04:00,20700,0,0,0,21000,0
06/09/2016 03:00,20300,0,0,0,20000,0
06/09/2016 02:00,20200,0,0,0,20000,0
06/09/2016 01:00,20300,0,0,0,20000,0
06/09/2016 00:00,20700,0,0,0,21000,0
06/08/2016 23:00,20200,0,0,0,20000,0
06/08/2016 22:00,20200,0,0,0,20000,0
06/08/2016 21:00,20000,0,0,0,20000,0
06/08/2016 20:00,20500,0,0,0,21000,0
06/08/2016 19:00,20300,0,0,0,20000,0
06/08/2016 18:00,20000,0,0,0,20000,0
06/08/2016 17:00,20400,0,0,0,20000,0
06/08/2016 16:00,20100,0,0,0,20000,0
06/08/2016 15:00,19900,0,0,0,20000,0
06/08/2016 14:00,20500,0,0,0,21000,0
06/08/2016 13:00,20600,0,0,0,21000,0
06/08/2016 12:00,20500,0,0,0,21000,0
06/08/2016 11:00,19900,0,0,0,20000,0
06/08/2016 10:00,20400,0,0,0,20000,0
06/08/2016 09:00,21000,0,0,0,21000,0
06/08/2016 08:00,20400,0,0,0,20000,0
06/08/2016 07:00,20500,0,0,0,21000,0
06/08/2016 06:00,20100,0,0,0,20000,0
06/08/2016 05:00,20100,0,0,0,20000,0
06/08/2016 04:00,20800,0,0,0,21000,0
06/08/2016 03:00,20300,0,0,0,20000,0
06/08/2016 02:00,19900,0,0,0,20000,0
06/08/2016 01:00,20400,0,0,0,20000,0
06/08/2016 00:00,20200,0,0,0,20000,0
06/07/2016 23:00,19900,0,0,0,20000,0
06/07/2016 22:00,19900,0,0,0,20000,0
06/07/2016 21:00,19800,0,0,0,20000,0
06/07/2016 20:00,19600,0,0,0,20000,0
06/07/2016 19:00,19900,0,0,0,20000,0
06/07/2016 18:00,20300,0,0,0,20000,0
06/07/2016 17:00,20300,0,0,0,20000,0
06/07/2016 16:00,19900,0,0,0,20000,0
06/07/2016 15:00,20200,0,0,0,20000,0
06/07/2016 14:00,20400,0,0,0,20000,0
06/07/2016 13:00,20100,0,0,0,20000,0
06/07/2016 12:00,20300,0,0,0,20000,0
06/07/2016 11:00,20100,0,0,0,20000,0
06/07/2016 10:00,20500,0,0,0,21000,0
06/07/2016 09:00,20300,0,0,0,20000,0
06/07/2016 08:00,20200,0,0,0,20000,0
06/07/2016 07:00,20600,0,0,0,21000,0
06/07/2016 06:00,20800,0,0,0,21000,0
06/07/2016 05:00,20500,0,0,0,21000,0
06/07/2016 04:00,20400,0,0,0,20000,0
06/07/2016 03:00,20500,0,0,0,21000,0
06/07/2016 02:00,20300,0,0,0,20000,0
06/07/2016 01:00,20300,0,0,0,20000,0
06/07/2016 00:00,20100,0,0,0,20000,0
06/06/2016 23:00,20000,0,0,0,20000,0
06/06/2016 22:00,20500,0,0,0,21000,0
06/06/2016 21:00,20400,0,0,0,20000,0
06/06/2016 20:00,20100,0,0,0,20000,0
06/06/2016 19:00,20000,0,0,0,20000,0
06/06/2016 18:00,19900,0,0,0,20000,0
06/06/2016 17:00,20400,0,0,0,20000,0
06/06/2016 16:00,19600,0,0,0,20000,0
06/06/2016 15:00,20100,0,0,0,20000,0
06/06/2016 14:00,21700,0,0,0,22000,0
06/06/2016 13:00,21100,0,0,0,21000,0
06/06/2016 12:00,21100,0,0,0,21000,0
06/06/2016 11:00,21000,0,0,0,21000,0
06/06/2016 10:00,21000,0,0,0,21000,0
06/06/2016 09:00,20600,0,0,0,21000,0
06/06/2016 08:00,20500,0,0,0,21000,0
06/06/2016 07:00,20900,0,0,0,21000,0
06/06/2016 06:00,21100,0,0,0,21000,0
06/06/2016 05:00,20900,0,0,0,21000,0
06/06/2016 04:00,21400,0,0,0,21000,0
06/06/2016 03:00,20800,0,0,0,21000,0
06/06/2016 02:00,20900,0,0,0,21000,0
06/06/2016 01:00,21000,0,0,0,21000,0
06/06/2016 00:00,21100,0,0,0,21000,0
06/05/2016 23:00,20900,0,0,0,21000,0
06/05/2016 22:00,21200,0,0,0,21000,0
06/05/2016 21:00,21600,0,0,0,22000,0
06/05/2016 20:00,21700,0,0,0,22000,0
06/05/2016 19:00,20900,0,0,0,21000,0
06/05/2016 18:00,21500,0,0,0,22000,0
06/05/2016 17:00,21600,0,0,0,22000,0
06/05/2016 16:00,22000,0,0,0,22000,0
06/05/2016 15:00,21300,0,0,0,21000,0
06/05/2016 14:00,21100,0,0,0,21000,0
06/05/2016 13:00,21000,0,0,0,21000,0
06/05/2016 12:00,21500,0,0,0,22000,0
06/05/2016 11:00,21600,0,0,0,22000,0
06/05/2016 10:00,21400,0,0,0,21000,0
06/05/2016 09:00,21500,0,0,0,22000,0
06/05/2016 08:00,22000,0,0,0,22000,0
06/05/2016 07:00,21600,0,0,0,22000,0
06/05/2016 06:00,21700,0,0,0,22000,0
06/05/2016 05:00,21500,0,0,0,22000,0
06/05/2016 04:00,21900,0,0,0,22000,0
06/05/2016 03:00,22100,0,0,0,22000,0
06/05/2016 02:00,22000,0,0,0,22000,0
06/05/2016 01:00,21700,0,0,0,22000,0
06/05/2016 00:00,21700,0,0,0,22000,0
06/04/2016 23:00,21900,0,0,0,22000,0
06/04/2016 22:00,22200,0,0,0,22000,0
06/04/2016 21:00,21500,0,0,0,22000,0
06/04/2016 20:00,20800,0,0,0,21000,0
06/04/2016 19:00,21700,0,0,0,22000,0
06/04/2016 18:00,21800,0,0,0,22000,0
06/04/2016 17:00,22000,0,0,0,22000,0
06/04/2016 16:00,21500,0,0,0,22000,0
06/04/2016 15:00,21600,0,0,0,22000,0
06/04/2016 14:00,21900,0,0,0,22000,0
06/04/2016 13:00,21700,0,0,0,22000,0
06/04/2016 12:00,22000,0,0,0,22000,0
06/04/2016 11:00,21700,0,0,0,22000,0
06/04/2016 10:00,21300,0,0,0,21000,0
06/04/2016 09:00,21900,0,0,0,22000,0
06/04/2016 08:00,21800,0,0,0,22000,0
06/04/2016 07:00,22100,0,0,0,22000,0
06/04/2016 06:00,22200,0,0,0,22000,0
06/04/2016 05:00,21700,0,0,0,22000,0
06/04/2016 04:00,22300,0,0,0,22000,0
06/04/2016 03:00,22200,0,0,0,22000,0
06/04/2016 02:00,22300,0,0,0,22000,0
