Date-Time,Instantaneous computed discharge (cfs)_x,Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous computed discharge (cfs)_y,Computed instantaneous sediment corrected backscatter (dB)
11/15/2018 12:00,22300,190,13,2700,22000,75
11/15/2018 11:00,23700,200,14,3000,24000,75
11/15/2018 10:00,22500,190,13,2700,23000,75
11/15/2018 09:00,22400,190,13,2700,22000,75
11/15/2018 08:00,21800,180,13,2600,22000,75
11/15/2018 07:00,22000,180,12,2500,22000,75
11/15/2018 06:00,21900,180,13,2600,22000,75
11/15/2018 05:00,21900,170,12,2400,22000,75
11/15/2018 04:00,21700,160,11,2300,22000,74
11/15/2018 03:00,21600,170,12,2300,22000,75
11/15/2018 02:00,21400,160,11,2300,21000,75
11/15/2018 01:00,21700,170,12,2400,22000,75
11/15/2018 00:00,21200,160,12,2300,21000,75
11/14/2018 23:00,22100,170,12,2400,22000,75
11/14/2018 22:00,22800,170,12,2500,23000,74
11/14/2018 21:00,22500,160,12,2300,23000,74
11/14/2018 20:00,22900,170,12,2400,23000,74
11/14/2018 19:00,22700,160,11,2200,23000,73
11/14/2018 18:00,22700,160,12,2300,23000,74
11/14/2018 17:00,23600,180,13,2500,24000,74
11/14/2018 16:00,23700,190,13,2700,24000,75
11/14/2018 15:00,23800,210,15,3100,24000,76
11/14/2018 14:00,23600,200,14,2900,24000,75
11/14/2018 13:00,23500,190,13,2800,24000,75
11/14/2018 12:00,23500,200,14,2900,24000,75
11/14/2018 11:00,23300,200,14,2900,23000,75
11/14/2018 10:00,24000,210,14,3100,24000,75
11/14/2018 09:00,23600,200,14,3000,24000,75
11/14/2018 08:00,23500,180,13,2600,24000,74
11/14/2018 07:00,23700,180,12,2500,24000,74
11/14/2018 00:00,22900,150,11,2100,23000,73
11/13/2018 23:00,22900,160,11,2200,23000,73
11/13/2018 22:00,23400,170,12,2400,23000,74
11/13/2018 21:00,23500,170,12,2400,24000,73
11/13/2018 20:00,23500,180,12,2500,24000,74
11/13/2018 19:00,23400,170,12,2500,23000,74
11/13/2018 18:00,23400,170,12,2400,23000,74
11/13/2018 17:00,23700,180,13,2600,24000,74
11/13/2018 16:00,23400,190,13,2700,23000,75
11/13/2018 15:00,23600,190,13,2800,24000,75
11/13/2018 14:00,23700,190,13,2800,24000,75
11/13/2018 13:00,23900,200,14,2800,24000,75
11/13/2018 12:00,23500,170,12,2300,24000,73
11/13/2018 11:00,23400,170,12,2400,23000,73
11/13/2018 10:00,23600,180,13,2600,24000,74
11/13/2018 09:00,23800,180,13,2600,24000,74
11/13/2018 08:00,23600,180,12,2500,24000,74
11/13/2018 07:00,23800,170,12,2400,24000,73
11/13/2018 06:00,23700,180,12,2500,24000,74
11/13/2018 05:00,23600,170,12,2300,24000,73
11/13/2018 04:00,23500,170,12,2400,24000,73
11/13/2018 03:00,23700,170,12,2300,24000,73
11/13/2018 02:00,23100,160,11,2200,23000,73
11/13/2018 01:00,23800,170,12,2400,24000,73
11/13/2018 00:00,23800,170,12,2500,24000,74
11/12/2018 23:00,23700,150,11,2100,24000,72
11/12/2018 22:00,24000,180,13,2500,24000,74
11/12/2018 21:00,23800,170,12,2300,24000,73
11/12/2018 20:00,23300,150,11,2100,23000,72
11/12/2018 19:00,23800,160,12,2300,24000,73
11/12/2018 18:00,23700,160,11,2200,24000,73
11/12/2018 17:00,23800,170,12,2400,24000,73
11/12/2018 16:00,23800,170,12,2300,24000,73
11/12/2018 15:00,24000,180,13,2600,24000,74
11/12/2018 14:00,23800,180,13,2500,24000,74
11/12/2018 13:00,23600,160,12,2300,24000,73
11/12/2018 12:00,23600,170,12,2400,24000,74
11/12/2018 11:00,23100,160,11,2200,23000,73
11/12/2018 10:00,22500,150,11,2000,23000,73
11/12/2018 09:00,21400,150,11,2100,21000,74
11/12/2018 08:00,21900,150,11,2100,22000,73
11/12/2018 07:00,21900,150,11,2100,22000,74
11/12/2018 06:00,22000,160,11,2300,22000,74
11/12/2018 05:00,21900,160,12,2300,22000,74
11/12/2018 04:00,21500,160,11,2200,22000,74
11/12/2018 03:00,21800,150,11,2100,22000,74
11/12/2018 02:00,21900,150,11,2100,22000,74
11/12/2018 01:00,21900,150,11,2100,22000,74
11/12/2018 00:00,22000,150,11,2100,22000,73
11/11/2018 23:00,21600,150,11,2100,22000,74
11/11/2018 22:00,21700,160,11,2300,22000,74
11/11/2018 21:00,21800,160,11,2200,22000,74
11/11/2018 20:00,21900,170,12,2400,22000,75
11/11/2018 19:00,21900,160,12,2300,22000,74
11/11/2018 18:00,22100,160,12,2300,22000,74
11/11/2018 17:00,21900,150,11,2100,22000,74
11/11/2018 16:00,21900,160,11,2200,22000,74
11/11/2018 15:00,22400,170,12,2500,22000,75
11/11/2018 14:00,22200,170,12,2500,22000,75
11/11/2018 13:00,22500,180,13,2600,23000,75
11/11/2018 12:00,22200,170,12,2500,22000,75
11/11/2018 11:00,22400,180,13,2600,22000,75
11/11/2018 10:00,22200,170,12,2500,22000,75
11/11/2018 09:00,22000,170,12,2400,22000,75
11/11/2018 08:00,21900,160,11,2300,22000,74
11/11/2018 07:00,22000,160,12,2300,22000,74
11/11/2018 06:00,21900,150,11,2100,22000,74
11/11/2018 05:00,21700,150,11,2100,22000,74
11/11/2018 04:00,21700,150,11,2100,22000,74
11/11/2018 03:00,21600,150,11,2200,22000,74
11/11/2018 02:00,21600,150,11,2200,22000,74
11/11/2018 01:00,21600,160,11,2200,22000,74
11/11/2018 00:00,21400,150,11,2100,21000,74
11/10/2018 23:00,21900,150,11,2000,22000,73
11/10/2018 22:00,22000,150,11,2100,22000,73
11/10/2018 21:00,21700,150,11,2100,22000,74
11/10/2018 20:00,21800,170,12,2400,22000,75
11/10/2018 19:00,21900,160,12,2300,22000,74
11/10/2018 18:00,21900,150,11,2100,22000,74
11/10/2018 17:00,22000,170,12,2400,22000,74
11/10/2018 16:00,22100,180,13,2600,22000,75
11/10/2018 15:00,22400,180,13,2600,22000,75
11/10/2018 14:00,22300,180,12,2500,22000,75
11/10/2018 13:00,22100,180,12,2600,22000,75
11/10/2018 12:00,22200,180,13,2600,22000,75
11/10/2018 11:00,21900,170,12,2400,22000,75
11/10/2018 10:00,21700,160,11,2300,22000,74
11/10/2018 09:00,21500,160,12,2300,22000,75
11/10/2018 08:00,22400,170,12,2500,22000,75
11/10/2018 07:00,22500,170,12,2500,23000,74
11/10/2018 06:00,22300,160,11,2300,22000,74
11/10/2018 05:00,22300,170,12,2400,22000,74
11/10/2018 04:00,22100,160,11,2200,22000,74
11/10/2018 03:00,22300,170,12,2300,22000,74
11/10/2018 02:00,22400,160,11,2200,22000,74
11/10/2018 01:00,22400,170,12,2400,22000,74
11/10/2018 00:00,22800,170,12,2300,23000,74
11/09/2018 23:00,22400,160,11,2300,22000,74
11/09/2018 22:00,22500,150,11,2100,23000,73
11/09/2018 21:00,22700,170,12,2400,23000,74
11/09/2018 20:00,23000,180,13,2600,23000,74
11/09/2018 19:00,22800,180,13,2600,23000,75
11/09/2018 18:00,23200,180,12,2500,23000,74
11/09/2018 17:00,23000,180,13,2500,23000,74
11/09/2018 16:00,23800,180,12,2500,24000,74
11/09/2018 15:00,23500,170,12,2400,24000,74
11/09/2018 14:00,23300,190,13,2700,23000,75
11/09/2018 13:00,23500,180,12,2500,24000,74
11/09/2018 12:00,23100,170,12,2300,23000,74
11/09/2018 11:00,23600,160,12,2300,24000,73
11/09/2018 10:00,23600,160,11,2200,24000,73
11/09/2018 09:00,23300,170,12,2400,23000,74
11/09/2018 08:00,23800,150,11,2100,24000,72
11/09/2018 07:00,23300,170,12,2400,23000,74
11/09/2018 06:00,23700,140,10,1900,24000,71
11/09/2018 05:00,23600,130,9.9,1800,24000,71
11/09/2018 04:00,23800,130,10,1800,24000,71
11/09/2018 03:00,24200,160,12,2200,24000,72
11/09/2018 02:00,22900,160,12,2200,23000,73
11/09/2018 01:00,23100,140,11,2000,23000,72
11/09/2018 00:00,22400,140,10,1900,22000,72
11/08/2018 23:00,22600,140,10,2000,23000,72
11/08/2018 22:00,22700,140,10,1900,23000,72
11/08/2018 21:00,22000,130,9.8,1800,22000,72
11/08/2018 20:00,22300,140,10,1800,22000,72
11/08/2018 19:00,22400,140,11,2000,22000,73
11/08/2018 18:00,22800,150,11,2100,23000,73
11/08/2018 17:00,22300,140,10,1900,22000,72
11/08/2018 16:00,22700,140,11,2000,23000,72
11/08/2018 15:00,22400,150,11,2000,22000,73
11/08/2018 14:00,22400,150,11,2100,22000,73
11/08/2018 13:00,22700,150,11,2100,23000,73
11/08/2018 12:00,22600,150,11,2200,23000,73
11/08/2018 11:00,22600,160,11,2200,23000,73
11/08/2018 10:00,22300,150,11,2100,22000,73
11/08/2018 09:00,22500,140,10,1900,23000,72
11/08/2018 08:00,22600,160,11,2200,23000,73
11/08/2018 07:00,22600,150,11,2100,23000,73
11/08/2018 06:00,22300,160,11,2200,22000,73
11/08/2018 05:00,22300,150,11,2100,22000,73
11/08/2018 04:00,21800,130,9.5,1700,22000,72
11/08/2018 03:00,21900,130,9.7,1800,22000,72
11/08/2018 02:00,21900,130,9.8,1800,22000,72
11/08/2018 01:00,22200,130,9.9,1800,22000,72
11/08/2018 00:00,22000,150,11,2100,22000,73
11/07/2018 23:00,21600,0,0,0,22000,0
11/07/2018 22:00,21500,0,0,0,22000,0
11/07/2018 21:00,21500,0,0,0,22000,0
11/07/2018 20:00,21600,0,0,0,22000,0
11/07/2018 19:00,21700,0,0,0,22000,0
11/07/2018 18:00,21700,0,0,0,22000,0
11/07/2018 17:00,21500,0,0,0,22000,0
11/07/2018 16:00,21900,0,0,0,22000,0
11/07/2018 15:00,21700,0,0,0,22000,0
11/07/2018 14:00,22600,0,0,0,23000,0
11/07/2018 13:00,21600,0,0,0,22000,0
11/07/2018 12:00,21800,0,0,0,22000,0
11/07/2018 11:00,21800,0,0,0,22000,0
11/07/2018 10:00,21700,0,0,0,22000,0
11/07/2018 09:00,21600,0,0,0,22000,0
11/07/2018 08:00,21700,0,0,0,22000,0
11/07/2018 07:00,21800,0,0,0,22000,0
11/07/2018 06:00,21500,0,0,0,22000,0
11/07/2018 05:00,21800,0,0,0,22000,0
11/07/2018 04:00,21400,0,0,0,21000,0
11/07/2018 03:00,21200,0,0,0,21000,0
11/07/2018 02:00,21700,0,0,0,22000,0
11/07/2018 01:00,21400,0,0,0,21000,0
11/07/2018 00:00,21700,0,0,0,22000,0
11/06/2018 23:00,21500,0,0,0,22000,0
11/06/2018 22:00,21500,0,0,0,22000,0
11/06/2018 21:00,21400,0,0,0,21000,0
11/06/2018 20:00,21700,0,0,0,22000,0
11/06/2018 19:00,21400,0,0,0,21000,0
11/06/2018 18:00,21700,0,0,0,22000,0
11/06/2018 17:00,22000,0,0,0,22000,0
11/06/2018 16:00,21700,0,0,0,22000,0
11/06/2018 15:00,21500,0,0,0,22000,0
11/06/2018 14:00,21900,0,0,0,22000,0
11/06/2018 13:00,22200,0,0,0,22000,0
11/06/2018 12:00,22000,0,0,0,22000,0
11/06/2018 11:00,21600,0,0,0,22000,0
11/06/2018 10:00,21400,0,0,0,21000,0
11/06/2018 09:00,21200,0,0,0,21000,0
11/06/2018 08:00,21300,0,0,0,21000,0
11/06/2018 07:00,21200,0,0,0,21000,0
11/06/2018 06:00,21200,0,0,0,21000,0
11/06/2018 05:00,21400,0,0,0,21000,0
11/06/2018 04:00,21200,0,0,0,21000,0
11/06/2018 03:00,20900,0,0,0,21000,0
11/06/2018 02:00,21600,0,0,0,22000,0
11/06/2018 01:00,21000,0,0,0,21000,0
11/06/2018 00:00,21100,0,0,0,21000,0
11/05/2018 23:00,21300,0,0,0,21000,0
11/05/2018 22:00,21400,0,0,0,21000,0
11/05/2018 21:00,21000,0,0,0,21000,0
11/05/2018 20:00,21100,0,0,0,21000,0
11/05/2018 19:00,21200,0,0,0,21000,0
11/05/2018 18:00,20800,0,0,0,21000,0
11/05/2018 17:00,21400,0,0,0,21000,0
11/05/2018 16:00,21100,0,0,0,21000,0
11/05/2018 15:00,21300,0,0,0,21000,0
11/05/2018 14:00,21400,0,0,0,21000,0
11/05/2018 13:00,21200,0,0,0,21000,0
11/05/2018 12:00,21200,0,0,0,21000,0
11/05/2018 11:00,21200,0,0,0,21000,0
11/05/2018 10:00,21000,0,0,0,21000,0
11/05/2018 09:00,21100,0,0,0,21000,0
11/05/2018 08:00,21100,0,0,0,21000,0
11/05/2018 07:00,21000,0,0,0,21000,0
11/05/2018 06:00,21200,0,0,0,21000,0
11/05/2018 05:00,21400,0,0,0,21000,0
11/05/2018 04:00,21200,0,0,0,21000,0
11/05/2018 03:00,21100,0,0,0,21000,0
11/05/2018 02:00,20900,0,0,0,21000,0
11/05/2018 01:00,21400,0,0,0,21000,0
11/05/2018 00:00,21400,0,0,0,21000,0
11/04/2018 23:00,21200,0,0,0,21000,0
11/04/2018 22:00,21300,0,0,0,21000,0
11/04/2018 21:00,21200,0,0,0,21000,0
11/04/2018 20:00,21300,0,0,0,21000,0
11/04/2018 19:00,21400,0,0,0,21000,0
11/04/2018 18:00,21100,0,0,0,21000,0
11/04/2018 17:00,21200,0,0,0,21000,0
11/04/2018 16:00,21200,0,0,0,21000,0
11/04/2018 15:00,21400,0,0,0,21000,0
11/04/2018 14:00,21500,0,0,0,22000,0
11/04/2018 13:00,21400,0,0,0,21000,0
11/04/2018 12:00,21100,0,0,0,21000,0
11/04/2018 11:00,22000,0,0,0,22000,0
11/04/2018 10:00,21600,0,0,0,22000,0
11/04/2018 09:00,21800,0,0,0,22000,0
11/04/2018 08:00,21300,0,0,0,21000,0
11/04/2018 07:00,22200,0,0,0,22000,0
11/04/2018 06:00,20400,0,0,0,20000,0
11/04/2018 05:00,21100,0,0,0,21000,0
11/04/2018 04:00,20500,0,0,0,21000,0
11/04/2018 03:00,21100,0,0,0,21000,0
11/04/2018 02:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,20900,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 01:00,21000,0,0,0,21000,0
11/04/2018 00:00,21100,0,0,0,21000,0
11/03/2018 23:00,21000,0,0,0,21000,0
11/03/2018 22:00,21100,0,0,0,21000,0
11/03/2018 21:00,21000,0,0,0,21000,0
11/03/2018 20:00,20800,0,0,0,21000,0
11/03/2018 19:00,20800,0,0,0,21000,0
11/03/2018 18:00,20700,0,0,0,21000,0
11/03/2018 17:00,21100,0,0,0,21000,0
11/03/2018 16:00,20900,0,0,0,21000,0
11/03/2018 15:00,21100,0,0,0,21000,0
11/03/2018 14:00,20700,0,0,0,21000,0
11/03/2018 13:00,21300,0,0,0,21000,0
11/03/2018 12:00,21100,0,0,0,21000,0
11/03/2018 11:00,21500,0,0,0,22000,0
11/03/2018 10:00,21100,0,0,0,21000,0
11/03/2018 09:00,21400,0,0,0,21000,0
11/03/2018 08:00,21600,0,0,0,22000,0
11/03/2018 07:00,21300,0,0,0,21000,0
11/03/2018 06:00,21500,0,0,0,22000,0
11/03/2018 05:00,21800,0,0,0,22000,0
11/03/2018 04:00,21600,0,0,0,22000,0
11/03/2018 03:00,21600,0,0,0,22000,0
11/03/2018 02:00,21800,0,0,0,22000,0
11/03/2018 01:00,21500,0,0,0,22000,0
11/03/2018 00:00,21700,0,0,0,22000,0
11/02/2018 23:00,21500,0,0,0,22000,0
11/02/2018 22:00,21600,0,0,0,22000,0
11/02/2018 21:00,21500,0,0,0,22000,0
11/02/2018 20:00,21600,0,0,0,22000,0
11/02/2018 19:00,22000,0,0,0,22000,0
11/02/2018 18:00,21700,0,0,0,22000,0
11/02/2018 17:00,21700,0,0,0,22000,0
11/02/2018 16:00,23000,0,0,0,23000,0
11/02/2018 15:00,22400,0,0,0,22000,0
11/02/2018 14:00,22800,0,0,0,23000,0
11/02/2018 13:00,22500,0,0,0,23000,0
11/02/2018 12:00,22100,0,0,0,22000,0
11/02/2018 11:00,21700,0,0,0,22000,0
11/02/2018 10:00,21900,0,0,0,22000,0
11/02/2018 09:00,22500,0,0,0,23000,0
11/02/2018 08:00,21700,0,0,0,22000,0
11/02/2018 07:00,21600,0,0,0,22000,0
11/02/2018 06:00,21600,0,0,0,22000,0
11/02/2018 05:00,21800,0,0,0,22000,0
11/02/2018 04:00,22300,0,0,0,22000,0
11/02/2018 03:00,22200,0,0,0,22000,0
11/02/2018 02:00,22300,0,0,0,22000,0
11/02/2018 01:00,22000,0,0,0,22000,0
11/02/2018 00:00,22100,0,0,0,22000,0
11/01/2018 23:00,22600,0,0,0,23000,0
11/01/2018 22:00,22400,0,0,0,22000,0
11/01/2018 21:00,22900,0,0,0,23000,0
11/01/2018 20:00,22800,0,0,0,23000,0
11/01/2018 19:00,23000,0,0,0,23000,0
11/01/2018 18:00,23100,0,0,0,23000,0
11/01/2018 17:00,23300,0,0,0,23000,0
11/01/2018 16:00,23300,0,0,0,23000,0
11/01/2018 15:00,24000,0,0,0,24000,0
11/01/2018 14:00,24000,0,0,0,24000,0
11/01/2018 13:00,24000,0,0,0,24000,0
11/01/2018 12:00,23900,0,0,0,24000,0
11/01/2018 11:00,24000,0,0,0,24000,0
11/01/2018 10:00,23900,0,0,0,24000,0
11/01/2018 09:00,23600,0,0,0,24000,0
11/01/2018 08:00,23600,0,0,0,24000,0
11/01/2018 07:00,23400,0,0,0,23000,0
11/01/2018 06:00,23300,0,0,0,23000,0
11/01/2018 05:00,22500,0,0,0,23000,0
11/01/2018 04:00,22100,0,0,0,22000,0
11/01/2018 03:00,22700,0,0,0,23000,0
11/01/2018 02:00,21400,0,0,0,21000,0
11/01/2018 01:00,22100,0,0,0,22000,0
11/01/2018 00:00,21900,0,0,0,22000,0
10/31/2018 23:00,22400,0,0,0,22000,0
10/31/2018 22:00,21800,0,0,0,22000,0
10/31/2018 21:00,21200,0,0,0,21000,0
10/31/2018 20:00,20900,0,0,0,21000,0
10/31/2018 19:00,20900,0,0,0,21000,0
10/31/2018 18:00,21000,0,0,0,21000,0
10/31/2018 17:00,21600,0,0,0,22000,0
10/31/2018 16:00,21200,0,0,0,21000,0
10/31/2018 15:00,21200,0,0,0,21000,0
10/31/2018 14:00,21100,0,0,0,21000,0
10/31/2018 13:00,20700,0,0,0,21000,0
10/31/2018 12:00,21000,0,0,0,21000,0
10/31/2018 11:00,20600,0,0,0,21000,0
10/31/2018 10:00,20900,0,0,0,21000,0
10/31/2018 09:00,20900,0,0,0,21000,0
10/31/2018 08:00,21000,0,0,0,21000,0
10/31/2018 07:00,21000,0,0,0,21000,0
10/31/2018 06:00,20700,0,0,0,21000,0
10/31/2018 05:00,20500,0,0,0,21000,0
10/31/2018 04:00,20700,0,0,0,21000,0
10/31/2018 03:00,20600,0,0,0,21000,0
10/31/2018 02:00,20900,0,0,0,21000,0
10/31/2018 01:00,21100,0,0,0,21000,0
10/31/2018 00:00,21200,0,0,0,21000,0
10/30/2018 23:00,21100,0,0,0,21000,0
10/30/2018 22:00,21100,0,0,0,21000,0
10/30/2018 21:00,21100,0,0,0,21000,0
10/30/2018 20:00,21300,0,0,0,21000,0
10/30/2018 19:00,21200,0,0,0,21000,0
10/30/2018 18:00,21000,0,0,0,21000,0
10/30/2018 17:00,21100,0,0,0,21000,0
10/30/2018 16:00,21100,0,0,0,21000,0
10/30/2018 15:00,21200,0,0,0,21000,0
10/30/2018 14:00,21300,0,0,0,21000,0
10/30/2018 13:00,21400,0,0,0,21000,0
10/30/2018 12:00,21300,0,0,0,21000,0
10/30/2018 11:00,21300,0,0,0,21000,0
10/30/2018 10:00,21200,0,0,0,21000,0
10/30/2018 09:00,21100,0,0,0,21000,0
10/30/2018 08:00,20200,0,0,0,20000,0
10/30/2018 07:00,21000,0,0,0,21000,0
10/30/2018 06:00,21400,0,0,0,21000,0
10/30/2018 05:00,21200,0,0,0,21000,0
10/30/2018 04:00,20900,0,0,0,21000,0
10/30/2018 03:00,21100,0,0,0,21000,0
10/30/2018 02:00,21200,0,0,0,21000,0
10/30/2018 01:00,21500,0,0,0,22000,0
10/30/2018 00:00,21400,0,0,0,21000,0
10/29/2018 23:00,21600,0,0,0,22000,0
10/29/2018 22:00,21400,0,0,0,21000,0
10/29/2018 21:00,21400,0,0,0,21000,0
10/29/2018 20:00,21300,0,0,0,21000,0
10/29/2018 19:00,21500,0,0,0,22000,0
10/29/2018 18:00,21700,0,0,0,22000,0
10/29/2018 17:00,21500,0,0,0,22000,0
10/29/2018 16:00,20700,0,0,0,21000,0
10/29/2018 15:00,21800,0,0,0,22000,0
10/29/2018 14:00,21700,0,0,0,22000,0
10/29/2018 13:00,21200,0,0,0,21000,0
10/29/2018 12:00,21300,0,0,0,21000,0
10/29/2018 11:00,21100,0,0,0,21000,0
10/29/2018 10:00,21500,0,0,0,22000,0
10/29/2018 09:00,21300,0,0,0,21000,0
10/29/2018 08:00,21700,0,0,0,22000,0
10/29/2018 07:00,21600,0,0,0,22000,0
10/29/2018 06:00,21400,0,0,0,21000,0
10/29/2018 05:00,21300,0,0,0,21000,0
10/29/2018 04:00,21700,0,0,0,22000,0
10/29/2018 03:00,21400,0,0,0,21000,0
10/29/2018 02:00,21200,0,0,0,21000,0
10/29/2018 01:00,21600,0,0,0,22000,0
10/29/2018 00:00,21600,0,0,0,22000,0
10/28/2018 23:00,21600,0,0,0,22000,0
10/28/2018 22:00,21900,0,0,0,22000,0
10/28/2018 21:00,21700,0,0,0,22000,0
10/28/2018 20:00,21900,0,0,0,22000,0
10/28/2018 19:00,21600,0,0,0,22000,0
10/28/2018 18:00,21700,0,0,0,22000,0
10/28/2018 17:00,21600,0,0,0,22000,0
10/28/2018 16:00,21900,0,0,0,22000,0
10/28/2018 15:00,21700,0,0,0,22000,0
10/28/2018 14:00,21500,0,0,0,22000,0
10/28/2018 13:00,21800,0,0,0,22000,0
10/28/2018 12:00,22300,0,0,0,22000,0
10/28/2018 11:00,22100,0,0,0,22000,0
10/28/2018 10:00,21500,0,0,0,22000,0
10/28/2018 09:00,21600,0,0,0,22000,0
10/28/2018 08:00,21800,0,0,0,22000,0
10/28/2018 07:00,21600,0,0,0,22000,0
10/28/2018 06:00,21400,0,0,0,21000,0
10/28/2018 05:00,21400,0,0,0,21000,0
10/28/2018 04:00,21500,0,0,0,22000,0
10/28/2018 03:00,21700,0,0,0,22000,0
10/28/2018 02:00,21400,0,0,0,21000,0
10/28/2018 01:00,21500,0,0,0,22000,0
10/28/2018 00:00,21800,0,0,0,22000,0
10/27/2018 23:00,22100,0,0,0,22000,0
10/27/2018 22:00,21900,0,0,0,22000,0
10/27/2018 21:00,21900,0,0,0,22000,0
10/27/2018 20:00,21600,0,0,0,22000,0
10/27/2018 19:00,22300,0,0,0,22000,0
10/27/2018 18:00,22100,0,0,0,22000,0
10/27/2018 17:00,22300,0,0,0,22000,0
10/27/2018 16:00,21700,0,0,0,22000,0
10/27/2018 15:00,22200,0,0,0,22000,0
10/27/2018 14:00,22300,0,0,0,22000,0
10/27/2018 13:00,21900,0,0,0,22000,0
10/27/2018 12:00,22100,0,0,0,22000,0
10/27/2018 11:00,22000,0,0,0,22000,0
10/27/2018 10:00,22200,0,0,0,22000,0
10/27/2018 09:00,22200,0,0,0,22000,0
10/27/2018 08:00,21900,0,0,0,22000,0
10/27/2018 07:00,21800,0,0,0,22000,0
10/27/2018 06:00,22200,0,0,0,22000,0
10/27/2018 05:00,21800,0,0,0,22000,0
10/27/2018 04:00,22100,0,0,0,22000,0
10/27/2018 03:00,22400,0,0,0,22000,0
10/27/2018 02:00,22100,0,0,0,22000,0
10/27/2018 01:00,21900,0,0,0,22000,0
10/27/2018 00:00,22600,0,0,0,23000,0
10/26/2018 23:00,22200,0,0,0,22000,0
10/26/2018 22:00,22500,0,0,0,23000,0
10/26/2018 21:00,22500,0,0,0,23000,0
10/26/2018 20:00,22200,0,0,0,22000,0
10/26/2018 19:00,22500,0,0,0,23000,0
10/26/2018 18:00,22600,0,0,0,23000,0
10/26/2018 17:00,23000,0,0,0,23000,0
10/26/2018 16:00,22500,0,0,0,23000,0
10/26/2018 15:00,23200,0,0,0,23000,0
10/26/2018 14:00,23700,0,0,0,24000,0
10/26/2018 13:00,24500,0,0,0,25000,0
10/26/2018 12:00,24400,0,0,0,24000,0
10/26/2018 11:00,23600,0,0,0,24000,0
10/26/2018 10:00,24100,0,0,0,24000,0
10/26/2018 09:00,23700,0,0,0,24000,0
10/26/2018 08:00,22100,0,0,0,22000,0
10/26/2018 07:00,22400,0,0,0,22000,0
10/26/2018 06:00,22100,0,0,0,22000,0
10/26/2018 05:00,22600,0,0,0,23000,0
10/26/2018 04:00,22000,0,0,0,22000,0
10/26/2018 03:00,22400,0,0,0,22000,0
10/26/2018 02:00,22400,0,0,0,22000,0
10/26/2018 01:00,23100,0,0,0,23000,0
10/26/2018 00:00,23200,0,0,0,23000,0
10/25/2018 23:00,23100,0,0,0,23000,0
10/25/2018 22:00,22700,0,0,0,23000,0
10/25/2018 21:00,23300,0,0,0,23000,0
10/25/2018 20:00,23600,0,0,0,24000,0
10/25/2018 19:00,23900,0,0,0,24000,0
10/25/2018 18:00,23500,0,0,0,24000,0
10/25/2018 17:00,24000,0,0,0,24000,0
10/25/2018 16:00,24400,0,0,0,24000,0
10/25/2018 15:00,24500,0,0,0,25000,0
10/25/2018 14:00,24900,0,0,0,25000,0
10/25/2018 13:00,24000,0,0,0,24000,0
10/25/2018 12:00,24700,0,0,0,25000,0
10/25/2018 11:00,24600,0,0,0,25000,0
10/25/2018 10:00,24100,0,0,0,24000,0
10/25/2018 09:00,24200,0,0,0,24000,0
10/25/2018 08:00,23600,0,0,0,24000,0
10/25/2018 07:00,23700,0,0,0,24000,0
10/25/2018 06:00,23500,0,0,0,24000,0
10/25/2018 05:00,22600,0,0,0,23000,0
10/25/2018 04:00,22500,0,0,0,23000,0
10/25/2018 03:00,22200,0,0,0,22000,0
10/25/2018 02:00,21900,0,0,0,22000,0
10/25/2018 01:00,21900,0,0,0,22000,0
10/25/2018 00:00,22300,0,0,0,22000,0
10/24/2018 23:00,22300,0,0,0,22000,0
10/24/2018 22:00,22400,0,0,0,22000,0
10/24/2018 21:00,22300,0,0,0,22000,0
10/24/2018 20:00,22400,0,0,0,22000,0
10/24/2018 19:00,22600,0,0,0,23000,0
10/24/2018 18:00,22800,0,0,0,23000,0
10/24/2018 17:00,22700,0,0,0,23000,0
10/24/2018 16:00,22500,0,0,0,23000,0
10/24/2018 15:00,22900,0,0,0,23000,0
10/24/2018 14:00,22500,0,0,0,23000,0
10/24/2018 13:00,22700,0,0,0,23000,0
10/24/2018 12:00,22800,0,0,0,23000,0
10/24/2018 11:00,23100,0,0,0,23000,0
10/24/2018 10:00,23000,0,0,0,23000,0
10/24/2018 09:00,22600,0,0,0,23000,0
10/24/2018 08:00,23100,0,0,0,23000,0
10/24/2018 07:00,22600,0,0,0,23000,0
10/24/2018 06:00,22700,0,0,0,23000,0
10/24/2018 05:00,23000,0,0,0,23000,0
10/24/2018 04:00,22900,0,0,0,23000,0
