Date-Time,Instantaneous computed discharge (cfs),Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Computed instantaneous sediment corrected backscatter (dB)
12/08/2018 13:00,5170,22,11,46,67
12/08/2018 12:00,5620,21,9.9,42,66
12/08/2018 11:00,5650,18,8.9,38,66
12/08/2018 10:00,6080,17,8.3,36,66
12/08/2018 09:00,5320,21,10,44,67
12/08/2018 08:00,5420,23,11,48,67
12/08/2018 07:00,5520,39,20,78,69
12/08/2018 06:00,5190,36,18,72,69
12/08/2018 05:00,5630,49,25,98,70
12/08/2018 04:00,5610,110,56,210,74
12/08/2018 03:00,5690,130,67,250,75
12/08/2018 02:00,5970,83,43,160,73
12/08/2018 01:00,6390,60,30,120,71
12/08/2018 00:00,6090,110,58,220,74
12/07/2018 23:00,6210,81,42,160,73
12/07/2018 22:00,6510,56,29,110,71
12/07/2018 21:00,6330,41,21,82,70
12/07/2018 20:00,6330,37,19,75,69
12/07/2018 19:00,6370,37,18,74,69
12/07/2018 18:00,6450,37,19,75,69
12/07/2018 17:00,6450,38,19,77,69
12/07/2018 16:00,6370,40,20,79,69
12/07/2018 15:00,6500,42,21,84,70
12/07/2018 14:00,6380,40,20,81,70
12/07/2018 13:00,6130,39,19,78,69
12/07/2018 12:00,6400,37,18,74,69
12/07/2018 11:00,6410,39,20,79,69
12/07/2018 10:00,6280,47,24,93,70
12/07/2018 09:00,6330,63,32,120,72
12/07/2018 08:00,6380,150,80,300,76
12/07/2018 07:00,6430,98,50,190,74
12/07/2018 06:00,6220,120,63,230,75
12/07/2018 05:00,6260,88,46,170,73
12/07/2018 04:00,6440,120,63,230,75
12/07/2018 03:00,6480,140,72,270,75
12/07/2018 02:00,6620,200,110,390,77
12/07/2018 01:00,6700,160,85,310,76
12/07/2018 00:00,6890,300,150,570,79
12/06/2018 23:00,6860,270,140,510,78
12/06/2018 22:00,7050,170,86,320,76
12/06/2018 21:00,6890,76,39,150,72
12/06/2018 20:00,6990,59,30,120,71
12/06/2018 19:00,6940,55,28,110,71
12/06/2018 18:00,7120,56,29,110,71
12/06/2018 17:00,7120,54,28,110,71
12/06/2018 16:00,6960,64,33,130,72
12/06/2018 15:00,6850,57,29,110,71
12/06/2018 14:00,6860,53,27,100,71
12/06/2018 13:00,6870,65,33,130,72
12/06/2018 12:00,6840,50,25,99,71
12/06/2018 11:00,6600,65,33,130,72
12/06/2018 10:00,6730,57,29,110,71
12/06/2018 09:00,6810,56,29,110,71
12/06/2018 08:00,6910,61,31,120,71
12/06/2018 07:00,6740,52,26,100,71
12/06/2018 06:00,6950,56,29,110,71
12/06/2018 05:00,7120,57,29,110,71
12/06/2018 04:00,7060,65,33,130,72
12/06/2018 03:00,7350,62,32,120,72
12/06/2018 02:00,7150,67,34,130,72
12/06/2018 01:00,7320,59,30,120,71
12/06/2018 00:00,7180,60,30,120,71
12/05/2018 23:00,7350,60,31,120,71
12/05/2018 22:00,7350,64,33,130,72
12/05/2018 21:00,7360,65,33,130,72
12/05/2018 20:00,7360,69,35,130,72
12/05/2018 19:00,7060,77,40,150,73
12/05/2018 18:00,7310,55,28,110,71
12/05/2018 17:00,7020,54,27,110,71
12/05/2018 16:00,7100,51,26,100,71
12/05/2018 15:00,6890,50,25,98,71
12/05/2018 14:00,7030,46,23,92,70
12/05/2018 13:00,6860,50,25,98,71
12/05/2018 12:00,6790,47,24,93,70
12/05/2018 11:00,6820,46,23,91,70
12/05/2018 10:00,6780,44,22,88,70
12/05/2018 09:00,6740,44,22,87,70
12/05/2018 08:00,6730,47,24,93,70
12/05/2018 07:00,6910,47,24,93,70
12/05/2018 06:00,6900,48,24,96,70
12/05/2018 05:00,6940,51,26,100,71
12/05/2018 04:00,6890,54,27,110,71
12/05/2018 03:00,7020,54,27,110,71
12/05/2018 02:00,6970,52,26,100,71
12/05/2018 01:00,6920,48,24,96,70
12/05/2018 00:00,6920,52,26,100,71
12/04/2018 23:00,6960,50,25,98,71
12/04/2018 22:00,6960,57,29,110,71
12/04/2018 21:00,6910,50,25,98,71
12/04/2018 20:00,7080,55,28,110,71
12/04/2018 19:00,6910,52,26,100,71
12/04/2018 18:00,7070,49,25,97,70
12/04/2018 17:00,7120,53,27,110,71
12/04/2018 16:00,7000,53,27,100,71
12/04/2018 15:00,7000,57,29,110,71
12/04/2018 14:00,7020,62,32,120,72
12/04/2018 13:00,7030,55,28,110,71
12/04/2018 12:00,6920,53,27,100,71
12/04/2018 11:00,7140,47,24,93,70
12/04/2018 10:00,7150,58,29,110,71
12/04/2018 09:00,6950,49,25,98,70
12/04/2018 08:00,6960,52,26,100,71
12/04/2018 07:00,6830,57,29,110,71
12/04/2018 06:00,6920,56,29,110,71
12/04/2018 05:00,7090,61,31,120,71
12/04/2018 04:00,7300,56,28,110,71
12/04/2018 03:00,7040,62,32,120,72
12/04/2018 02:00,7400,65,33,130,72
12/04/2018 01:00,7270,61,31,120,71
12/04/2018 00:00,7270,60,31,120,71
12/03/2018 23:00,7410,68,35,130,72
12/03/2018 22:00,7420,60,31,120,71
12/03/2018 21:00,7510,60,31,120,71
12/03/2018 20:00,7420,64,33,130,72
12/03/2018 19:00,7530,69,35,140,72
12/03/2018 18:00,7590,64,32,120,72
12/03/2018 17:00,7560,63,32,120,72
12/03/2018 16:00,7660,69,36,140,72
12/03/2018 15:00,7630,76,39,150,73
12/03/2018 14:00,7590,69,35,140,72
12/03/2018 13:00,7530,66,33,130,72
12/03/2018 12:00,7730,70,36,140,72
12/03/2018 11:00,7780,57,29,110,71
12/03/2018 10:00,7670,64,33,130,72
12/03/2018 09:00,7940,62,32,120,72
12/03/2018 08:00,7900,69,35,130,72
12/03/2018 07:00,7900,58,29,110,71
12/03/2018 06:00,7990,70,36,140,72
12/03/2018 05:00,7870,75,39,150,72
12/03/2018 04:00,8090,69,35,130,72
12/03/2018 03:00,7880,76,39,150,72
12/03/2018 02:00,8050,76,39,150,72
12/03/2018 01:00,8010,83,43,160,73
12/03/2018 00:00,8150,77,40,150,73
12/02/2018 23:00,8200,77,40,150,73
12/02/2018 22:00,7800,71,37,140,72
12/02/2018 21:00,8120,74,38,140,72
12/02/2018 20:00,7980,71,37,140,72
12/02/2018 19:00,8110,79,40,150,73
12/02/2018 18:00,8110,74,38,140,72
12/02/2018 17:00,8110,79,41,150,73
12/02/2018 16:00,8070,73,37,140,72
12/02/2018 15:00,8150,72,37,140,72
12/02/2018 14:00,8190,73,37,140,72
12/02/2018 13:00,7970,74,38,140,72
12/02/2018 12:00,7880,75,39,150,72
12/02/2018 11:00,7700,72,37,140,72
12/02/2018 10:00,7880,61,31,120,71
12/02/2018 09:00,7810,69,35,130,72
12/02/2018 08:00,7850,69,35,130,72
12/02/2018 07:00,7930,69,35,130,72
12/02/2018 06:00,8020,71,37,140,72
12/02/2018 05:00,7890,54,27,110,71
12/02/2018 04:00,7860,66,34,130,72
12/02/2018 03:00,7850,69,35,130,72
12/02/2018 02:00,7790,62,32,120,72
12/02/2018 01:00,7790,64,33,130,72
12/02/2018 00:00,7670,65,33,130,72
12/01/2018 23:00,7750,70,36,140,72
12/01/2018 22:00,7520,57,29,110,71
12/01/2018 21:00,7660,70,36,140,72
12/01/2018 20:00,7690,60,30,120,71
12/01/2018 19:00,7690,65,33,130,72
12/01/2018 18:00,7250,65,33,130,72
12/01/2018 17:00,7360,60,31,120,71
12/01/2018 16:00,7270,63,32,120,72
12/01/2018 15:00,7300,57,29,110,71
12/01/2018 14:00,7240,59,30,120,71
12/01/2018 13:00,7180,63,32,120,72
12/01/2018 12:00,7060,66,34,130,72
12/01/2018 11:00,7080,68,35,130,72
12/01/2018 10:00,6990,57,29,110,71
12/01/2018 09:00,7030,54,28,110,71
12/01/2018 08:00,7050,58,29,110,71
12/01/2018 07:00,7040,57,29,110,71
12/01/2018 06:00,6990,66,34,130,72
12/01/2018 05:00,6810,57,29,110,71
12/01/2018 04:00,7070,61,31,120,71
12/01/2018 03:00,6970,61,31,120,71
12/01/2018 02:00,6840,57,29,110,71
12/01/2018 01:00,6840,57,29,110,71
12/01/2018 00:00,6780,66,34,130,72
11/30/2018 23:00,6910,55,28,110,71
11/30/2018 22:00,6900,55,28,110,71
11/30/2018 21:00,7160,59,30,120,71
11/30/2018 20:00,6850,59,30,120,71
11/30/2018 19:00,6980,60,31,120,71
11/30/2018 18:00,6980,58,29,110,71
11/30/2018 17:00,6980,62,32,120,72
11/30/2018 16:00,6810,67,34,130,72
11/30/2018 15:00,6980,37,18,73,69
11/30/2018 14:00,6940,37,18,74,69
11/30/2018 13:00,7130,31,15,62,68
11/30/2018 12:00,6910,34,17,69,69
11/30/2018 11:00,6990,35,17,70,69
11/30/2018 10:00,7090,49,25,97,70
11/30/2018 09:00,7090,48,24,96,70
11/30/2018 08:00,6960,52,26,100,71
11/30/2018 07:00,7090,47,24,94,70
11/30/2018 06:00,7090,42,21,84,70
11/30/2018 05:00,7320,49,25,98,70
11/30/2018 04:00,7320,54,27,110,71
11/30/2018 03:00,7330,53,27,110,71
11/30/2018 02:00,7460,43,22,86,70
11/30/2018 01:00,7380,59,30,120,71
11/30/2018 00:00,7260,55,28,110,71
11/29/2018 23:00,7360,49,25,97,70
11/29/2018 22:00,7500,48,24,95,70
11/29/2018 21:00,7600,44,22,87,70
11/29/2018 20:00,7430,46,23,92,70
11/29/2018 19:00,7620,43,22,85,70
11/29/2018 18:00,7680,53,27,100,71
11/29/2018 17:00,7740,48,24,95,70
11/29/2018 16:00,7410,49,25,97,70
11/29/2018 15:00,7420,48,24,95,70
11/29/2018 14:00,7460,29,14,59,68
11/29/2018 13:00,6960,27,13,56,68
11/29/2018 12:00,7260,27,13,54,68
11/29/2018 11:00,7510,28,14,57,68
11/29/2018 10:00,7230,30,15,61,68
11/29/2018 09:00,7170,42,21,83,70
11/29/2018 08:00,7330,37,19,75,69
11/29/2018 07:00,7490,39,20,78,69
11/29/2018 06:00,7440,40,20,79,69
11/29/2018 05:00,7610,45,23,90,70
11/29/2018 04:00,7440,44,22,88,70
11/29/2018 03:00,7530,50,25,98,71
11/29/2018 02:00,7540,53,27,100,71
11/29/2018 01:00,7760,53,27,100,71
11/29/2018 00:00,7680,58,29,110,71
11/28/2018 23:00,7680,49,25,98,70
11/28/2018 22:00,7650,52,26,100,71
11/28/2018 21:00,7790,51,26,100,71
11/28/2018 20:00,7700,49,25,98,71
11/28/2018 19:00,7520,51,26,100,71
11/28/2018 18:00,7610,51,26,100,71
11/28/2018 17:00,7470,49,25,97,70
11/28/2018 16:00,7640,49,25,97,70
11/28/2018 15:00,7810,54,27,110,71
11/28/2018 14:00,7460,37,18,74,69
11/28/2018 13:00,7580,39,19,77,69
11/28/2018 12:00,7670,35,17,70,69
11/28/2018 11:00,7320,40,20,81,70
11/28/2018 10:00,7530,67,34,130,72
11/28/2018 09:00,7630,93,48,180,73
11/28/2018 08:00,7490,170,88,320,76
11/28/2018 07:00,7530,270,140,510,78
11/28/2018 06:00,7450,210,110,400,77
11/28/2018 05:00,7670,180,92,340,76
11/28/2018 04:00,7620,110,54,200,74
11/28/2018 03:00,7800,80,41,160,73
11/28/2018 02:00,7930,65,33,130,72
11/28/2018 01:00,8110,51,26,100,71
11/28/2018 00:00,8110,60,30,120,71
11/27/2018 23:00,7950,64,33,130,72
11/27/2018 22:00,8070,57,29,110,71
11/27/2018 21:00,7850,66,34,130,72
11/27/2018 20:00,8150,62,31,120,72
11/27/2018 19:00,7790,61,31,120,71
11/27/2018 18:00,7710,62,32,120,72
11/27/2018 17:00,7880,62,32,120,72
11/27/2018 16:00,7750,67,34,130,72
11/27/2018 15:00,7670,69,36,140,72
11/27/2018 14:00,7940,65,33,130,72
11/27/2018 13:00,7960,77,39,150,73
11/27/2018 12:00,7860,68,35,130,72
11/27/2018 11:00,8060,60,30,120,71
11/27/2018 10:00,8040,64,32,120,72
11/27/2018 09:00,8220,60,31,120,71
11/27/2018 08:00,8250,69,35,130,72
11/27/2018 07:00,8370,69,36,140,72
11/27/2018 06:00,8340,66,34,130,72
11/27/2018 05:00,8390,60,30,120,71
11/27/2018 04:00,8390,69,36,140,72
11/27/2018 03:00,8510,71,37,140,72
11/27/2018 02:00,8350,67,34,130,72
11/27/2018 01:00,8270,64,33,130,72
11/27/2018 00:00,8450,68,35,130,72
11/26/2018 23:00,8550,69,35,130,72
11/26/2018 22:00,8330,68,35,130,72
11/26/2018 21:00,8470,71,37,140,72
11/26/2018 20:00,8660,70,36,140,72
11/26/2018 19:00,8810,67,34,130,72
11/26/2018 18:00,8690,62,32,120,72
11/26/2018 17:00,8700,72,37,140,72
11/26/2018 16:00,8760,72,37,140,72
11/26/2018 15:00,8540,71,36,140,72
11/26/2018 14:00,8740,67,34,130,72
11/26/2018 13:00,8680,67,34,130,72
11/26/2018 12:00,8780,75,38,150,72
11/26/2018 11:00,8470,64,33,130,72
11/26/2018 10:00,8810,68,35,130,72
11/26/2018 09:00,8560,68,35,130,72
11/26/2018 08:00,8620,66,33,130,72
11/26/2018 07:00,8540,65,33,130,72
11/26/2018 06:00,8680,66,33,130,72
11/26/2018 05:00,8820,59,30,120,71
11/26/2018 04:00,8870,68,35,130,72
11/26/2018 03:00,8820,71,36,140,72
11/26/2018 02:00,8970,64,33,120,72
11/26/2018 01:00,8930,66,34,130,72
11/26/2018 00:00,8980,69,35,130,72
11/25/2018 23:00,8940,69,35,130,72
11/25/2018 22:00,9050,63,32,120,72
11/25/2018 21:00,8950,69,36,140,72
11/25/2018 20:00,8960,68,35,130,72
11/25/2018 19:00,8960,75,38,150,72
11/25/2018 18:00,8870,69,35,130,72
11/25/2018 17:00,9010,72,37,140,72
11/25/2018 16:00,8780,67,34,130,72
11/25/2018 15:00,8920,66,34,130,72
11/25/2018 14:00,8950,60,30,120,71
11/25/2018 13:00,9080,57,29,110,71
11/25/2018 12:00,8660,69,35,140,72
11/25/2018 11:00,8890,60,30,120,71
11/25/2018 10:00,8820,61,31,120,71
11/25/2018 09:00,8960,64,33,120,72
11/25/2018 08:00,8950,66,34,130,72
11/25/2018 07:00,9070,60,30,120,71
11/25/2018 06:00,9020,71,36,140,72
11/25/2018 05:00,8930,65,33,130,72
11/25/2018 04:00,9210,62,31,120,72
11/25/2018 03:00,8870,66,33,130,72
11/25/2018 02:00,9230,63,32,120,72
11/25/2018 01:00,8770,67,34,130,72
11/25/2018 00:00,8890,66,34,130,72
11/24/2018 23:00,9030,62,32,120,72
11/24/2018 22:00,8830,65,33,130,72
11/24/2018 21:00,8840,64,33,130,72
11/24/2018 20:00,8830,66,34,130,72
11/24/2018 19:00,8830,71,36,140,72
11/24/2018 18:00,9130,66,34,130,72
11/24/2018 17:00,8680,73,37,140,72
11/24/2018 16:00,8810,72,37,140,72
11/24/2018 15:00,8680,64,33,130,72
11/24/2018 14:00,8810,65,33,130,72
11/24/2018 13:00,8770,67,34,130,72
11/24/2018 12:00,8810,68,35,130,72
11/24/2018 11:00,8640,73,37,140,72
11/24/2018 10:00,8770,83,43,160,73
11/24/2018 09:00,8490,73,37,140,72
11/24/2018 08:00,8770,73,37,140,72
11/24/2018 07:00,8690,67,34,130,72
11/24/2018 06:00,8640,71,36,140,72
11/24/2018 05:00,8830,85,44,160,73
11/24/2018 04:00,8690,69,35,130,72
11/24/2018 03:00,8640,76,39,150,72
11/24/2018 02:00,8630,69,36,140,72
11/24/2018 01:00,8770,71,37,140,72
11/24/2018 00:00,8450,71,36,140,72
11/23/2018 23:00,8660,74,38,150,72
11/23/2018 22:00,8650,68,35,130,72
11/23/2018 21:00,8610,71,36,140,72
11/23/2018 20:00,8560,73,37,140,72
11/23/2018 19:00,8550,72,37,140,72
11/23/2018 18:00,8780,59,30,120,71
11/23/2018 17:00,8490,41,21,82,70
11/23/2018 16:00,8400,45,23,89,70
11/23/2018 15:00,8490,52,26,100,71
11/23/2018 14:00,8270,52,26,100,71
11/23/2018 13:00,8310,50,25,99,71
11/23/2018 12:00,8120,60,30,120,71
11/23/2018 11:00,8520,65,33,130,72
11/23/2018 10:00,8290,62,32,120,72
11/23/2018 09:00,8370,72,37,140,72
11/23/2018 08:00,8170,64,33,130,72
11/23/2018 07:00,8030,66,34,130,72
11/23/2018 06:00,8050,54,28,110,71
11/23/2018 05:00,8170,55,28,110,71
11/23/2018 04:00,8200,57,29,110,71
11/23/2018 03:00,8410,64,33,130,72
11/23/2018 02:00,8270,68,35,130,72
11/23/2018 01:00,8300,68,35,130,72
11/23/2018 00:00,8020,60,30,120,71
11/22/2018 23:00,8240,57,29,110,71
11/22/2018 22:00,8240,58,29,110,71
11/22/2018 21:00,8380,66,34,130,72
11/22/2018 20:00,8320,62,32,120,72
11/22/2018 19:00,8320,55,28,110,71
11/22/2018 18:00,8280,57,29,110,71
11/22/2018 17:00,8380,61,31,120,71
11/22/2018 16:00,8030,64,33,130,72
11/22/2018 15:00,8210,62,32,120,72
11/22/2018 14:00,8320,58,29,110,71
11/22/2018 13:00,8140,60,31,120,71
11/22/2018 12:00,7970,58,29,110,71
11/22/2018 11:00,7880,63,32,120,72
11/22/2018 10:00,8110,58,29,110,71
11/22/2018 09:00,8060,65,33,130,72
11/22/2018 08:00,8150,56,28,110,71
11/22/2018 07:00,8150,62,32,120,72
11/22/2018 06:00,8190,55,28,110,71
11/22/2018 05:00,8140,56,29,110,71
11/22/2018 04:00,8100,53,27,110,71
11/22/2018 03:00,8420,60,30,120,71
11/22/2018 02:00,8210,58,30,110,71
11/22/2018 01:00,8120,63,32,120,72
11/22/2018 00:00,8400,62,31,120,72
11/21/2018 23:00,8510,60,31,120,71
11/21/2018 22:00,8670,67,34,130,72
11/21/2018 21:00,8680,73,38,140,72
11/21/2018 20:00,8740,65,33,130,72
11/21/2018 19:00,8760,69,35,130,72
11/21/2018 18:00,8880,69,35,130,72
11/21/2018 17:00,8810,72,37,140,72
11/21/2018 16:00,8790,69,36,140,72
11/21/2018 15:00,8940,70,36,140,72
11/21/2018 14:00,8710,84,43,160,73
11/21/2018 13:00,8670,110,56,210,74
11/21/2018 12:00,8860,70,36,140,72
11/21/2018 11:00,9140,71,36,140,72
11/21/2018 10:00,9010,67,34,130,72
11/21/2018 09:00,8960,74,38,140,72
11/21/2018 08:00,8820,73,38,140,72
11/21/2018 07:00,9090,74,38,140,72
11/21/2018 06:00,9000,83,43,160,73
11/21/2018 05:00,9000,75,39,150,72
11/21/2018 04:00,9130,77,40,150,73
11/21/2018 03:00,8890,82,42,160,73
11/21/2018 02:00,8870,89,46,170,73
11/21/2018 01:00,8910,82,42,160,73
11/21/2018 00:00,8530,89,46,170,73
11/20/2018 23:00,8570,80,41,160,73
11/20/2018 22:00,8460,88,46,170,73
11/20/2018 21:00,8590,100,51,190,74
11/20/2018 20:00,8570,120,64,240,75
11/20/2018 19:00,8540,64,33,130,72
11/20/2018 18:00,8410,63,32,120,72
11/20/2018 17:00,8300,69,35,140,72
11/20/2018 16:00,8430,68,35,130,72
11/20/2018 15:00,8410,66,34,130,72
11/20/2018 14:00,8280,75,38,150,72
11/20/2018 13:00,8250,63,32,120,72
11/20/2018 12:00,8460,68,35,130,72
11/20/2018 11:00,8250,83,42,160,73
11/20/2018 10:00,8510,86,44,170,73
11/20/2018 09:00,8920,86,44,170,73
11/20/2018 08:00,8600,82,42,160,73
11/20/2018 07:00,8880,81,41,160,73
11/20/2018 06:00,8810,78,40,150,73
11/20/2018 05:00,8830,91,47,180,73
11/20/2018 04:00,9030,110,56,210,74
11/20/2018 03:00,8910,100,54,200,74
11/20/2018 02:00,9040,99,51,190,74
11/20/2018 01:00,8910,91,47,180,73
11/20/2018 00:00,9220,110,59,220,74
11/19/2018 23:00,9320,130,67,250,75
11/19/2018 22:00,9500,95,49,190,74
11/19/2018 21:00,9540,96,49,190,74
11/19/2018 20:00,9650,110,55,200,74
11/19/2018 19:00,9740,86,44,170,73
11/19/2018 18:00,9570,90,46,170,73
11/19/2018 17:00,9760,150,79,290,76
11/19/2018 16:00,9900,64,33,130,72
11/19/2018 15:00,9770,60,31,120,71
11/19/2018 14:00,9690,65,33,130,72
11/19/2018 13:00,10000,76,39,150,72
11/19/2018 12:00,10200,69,35,130,72
11/19/2018 11:00,10000,70,36,140,72
11/19/2018 10:00,10100,69,35,130,72
11/19/2018 09:00,10100,63,32,120,72
11/19/2018 08:00,10100,70,36,140,72
11/19/2018 07:00,10100,73,37,140,72
11/19/2018 06:00,10100,61,31,120,71
11/19/2018 05:00,9960,69,35,130,72
11/19/2018 04:00,10000,54,28,110,71
11/19/2018 03:00,9900,60,30,120,71
11/19/2018 02:00,9810,68,35,130,72
11/19/2018 01:00,9580,73,37,140,72
11/19/2018 00:00,9580,76,39,150,72
11/18/2018 23:00,9740,70,36,140,72
11/18/2018 22:00,9600,78,40,150,73
11/18/2018 21:00,9660,81,41,160,73
11/18/2018 20:00,9460,74,38,150,72
11/18/2018 19:00,9660,87,45,170,73
11/18/2018 18:00,9410,73,37,140,72
11/18/2018 17:00,9410,74,38,150,72
11/18/2018 16:00,9800,81,41,160,73
11/18/2018 15:00,9900,83,43,160,73
11/18/2018 14:00,10200,74,38,140,72
11/18/2018 13:00,9900,80,41,160,73
11/18/2018 12:00,9870,78,40,150,73
11/18/2018 11:00,10100,77,39,150,73
11/18/2018 10:00,10400,86,44,170,73
11/18/2018 09:00,10400,77,39,150,73
11/18/2018 08:00,10100,81,41,160,73
11/18/2018 07:00,10100,74,38,150,72
11/18/2018 06:00,9900,70,36,140,72
11/18/2018 05:00,9820,73,37,140,72
11/18/2018 04:00,9920,91,47,180,73
11/18/2018 03:00,10000,89,46,170,73
11/18/2018 02:00,10200,88,46,170,73
11/18/2018 01:00,10100,98,51,190,74
11/18/2018 00:00,10300,82,42,160,73
11/17/2018 23:00,10300,99,51,190,74
11/17/2018 22:00,10400,97,50,190,74
11/17/2018 21:00,10600,110,55,210,74
11/17/2018 20:00,10100,120,64,240,75
11/17/2018 19:00,10500,72,37,140,72
11/17/2018 18:00,10100,78,40,150,73
11/17/2018 17:00,10100,74,38,150,72
11/17/2018 16:00,10400,76,39,150,72
11/17/2018 15:00,10200,74,38,150,72
11/17/2018 14:00,10700,81,42,160,73
11/17/2018 13:00,10500,82,42,160,73
11/17/2018 12:00,10900,77,40,150,73
11/17/2018 11:00,10700,82,42,160,73
11/17/2018 10:00,10600,76,39,150,73
11/17/2018 09:00,10700,77,40,150,73
11/17/2018 08:00,10800,91,47,180,73
11/17/2018 07:00,10700,87,45,170,73
11/17/2018 06:00,10800,77,40,150,73
11/17/2018 05:00,11100,110,55,210,74
11/17/2018 04:00,10700,77,40,150,73
11/17/2018 03:00,10800,81,42,160,73
11/17/2018 02:00,10800,77,39,150,73
11/17/2018 01:00,10800,85,44,170,73
11/17/2018 00:00,11000,82,42,160,73
11/16/2018 23:00,11000,88,45,170,73
11/16/2018 22:00,10600,88,46,170,73
11/16/2018 21:00,10300,83,43,160,73
11/16/2018 20:00,10100,97,50,190,74
11/16/2018 19:00,10000,88,46,170,73
11/16/2018 18:00,10100,87,45,170,73
11/16/2018 17:00,9930,78,40,150,73
11/16/2018 16:00,10200,87,45,170,73
11/16/2018 15:00,10300,95,49,180,73
11/16/2018 14:00,10200,77,40,150,73
11/16/2018 13:00,10500,89,46,170,73
11/16/2018 12:00,10000,95,49,180,73
11/16/2018 11:00,10400,91,47,180,73
11/16/2018 10:00,10300,93,48,180,73
11/16/2018 09:00,10600,75,39,150,72
11/16/2018 08:00,10400,99,51,190,74
11/16/2018 07:00,10500,82,42,160,73
11/16/2018 06:00,10500,95,49,180,73
11/16/2018 05:00,10500,88,45,170,73
11/16/2018 04:00,10200,97,50,190,74
11/16/2018 03:00,10200,95,49,180,74
11/16/2018 02:00,10400,97,50,190,74
11/16/2018 01:00,10400,100,53,200,74
11/16/2018 00:00,10400,100,52,190,74
11/15/2018 23:00,10700,110,57,210,74
11/15/2018 22:00,10700,100,53,200,74
11/15/2018 21:00,10900,130,69,260,75
11/15/2018 20:00,10500,93,48,180,73
11/15/2018 19:00,10600,87,45,170,73
11/15/2018 18:00,10400,84,43,160,73
11/15/2018 17:00,10600,91,47,180,73
11/15/2018 16:00,10300,84,43,160,73
11/15/2018 15:00,10600,81,42,160,73
11/15/2018 14:00,10400,89,46,170,73
11/15/2018 13:00,9980,90,47,180,73
11/15/2018 12:00,10600,91,47,180,73
11/15/2018 11:00,10400,81,42,160,73
11/15/2018 10:00,10500,94,48,180,73
11/15/2018 09:00,10400,94,48,180,73
11/15/2018 08:00,10200,86,44,170,73
11/15/2018 07:00,10400,81,42,160,73
11/15/2018 06:00,10500,94,48,180,73
11/15/2018 05:00,10400,99,51,190,74
11/15/2018 04:00,9940,97,50,190,74
11/15/2018 03:00,10200,87,45,170,73
11/15/2018 02:00,10400,99,51,190,74
11/15/2018 01:00,10500,97,50,190,74
11/15/2018 00:00,10300,95,49,180,74
