Date-Time,Instantaneous computed discharge (cfs)_x,Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous computed discharge (cfs)_y
06/22/2019 21:00,17,1.0,1.0,2.5,17
06/22/2019 20:00,17,1.0,1.0,2.5,17
06/22/2019 19:00,17,1.0,1.0,2.5,17
06/22/2019 18:00,17,1.0,1.0,2.5,17
06/22/2019 17:00,16,1.0,1.0,2.5,16
06/22/2019 16:00,16,1.0,1.0,2.5,16
06/22/2019 15:00,16,1.0,1.0,2.5,16
06/22/2019 14:00,16,1.0,1.0,2.5,16
06/22/2019 13:00,17,1.0,1.0,2.5,17
06/22/2019 12:00,18,1.0,1.0,2.5,18
06/22/2019 11:00,18,1.0,1.0,2.5,18
06/22/2019 10:00,18,1.0,1.0,2.5,18
06/22/2019 09:00,18,1.0,1.0,2.5,18
06/22/2019 08:00,18,1.0,1.0,2.5,18
06/22/2019 07:00,19,1.0,1.0,2.5,19
06/22/2019 06:00,18,1.0,1.0,2.5,18
06/22/2019 05:00,19,1.0,1.0,2.5,19
06/22/2019 04:00,19,1.0,1.0,2.5,19
06/22/2019 03:00,19,1.0,1.0,2.5,19
06/22/2019 02:00,18,1.0,1.0,2.5,18
06/22/2019 01:00,19,1.0,1.0,2.5,19
06/22/2019 00:00,18,1.0,1.0,2.5,18
06/21/2019 23:00,19,1.0,1.0,2.5,19
06/21/2019 22:00,19,1.0,1.0,2.5,19
06/21/2019 21:00,19,1.0,1.0,2.5,19
06/21/2019 20:00,19,1.0,1.0,2.5,19
06/21/2019 19:00,19,1.0,1.0,2.5,19
06/21/2019 18:00,18,1.0,1.0,2.5,18
06/21/2019 17:00,18,1.0,1.0,2.5,18
06/21/2019 16:00,19,1.0,1.0,2.5,19
06/21/2019 15:00,17,1.0,1.0,2.5,17
06/21/2019 14:00,19,1.0,1.0,2.5,19
06/21/2019 13:00,19,1.0,1.0,2.5,19
06/21/2019 12:00,19,1.0,1.0,2.5,19
06/21/2019 11:00,20,1.0,1.0,2.5,20
06/21/2019 10:00,20,1.0,1.0,2.5,20
06/21/2019 09:00,20,1.0,1.0,2.5,20
06/21/2019 08:00,20,1.0,1.0,2.5,20
06/21/2019 07:00,21,1.0,1.0,2.5,21
06/21/2019 06:00,21,1.0,1.0,2.5,21
06/21/2019 05:00,21,1.0,1.0,2.5,21
06/21/2019 04:00,21,1.0,1.0,2.5,21
06/21/2019 03:00,20,1.0,1.0,2.5,20
06/21/2019 02:00,20,1.0,1.0,2.5,20
06/21/2019 01:00,20,1.0,1.0,2.5,20
06/21/2019 00:00,20,1.0,1.0,2.5,20
06/20/2019 23:00,21,1.0,1.0,2.5,21
06/20/2019 22:00,21,1.0,1.0,2.5,21
06/20/2019 21:00,21,1.0,1.0,2.5,21
06/20/2019 20:00,21,1.0,1.0,2.5,21
06/20/2019 19:00,21,1.0,1.0,2.5,21
06/20/2019 18:00,21,1.0,1.0,2.5,21
06/20/2019 17:00,22,1.0,1.0,2.5,22
06/20/2019 16:00,21,1.0,1.0,2.5,21
06/20/2019 15:00,22,1.0,1.0,2.5,22
06/20/2019 14:00,22,1.0,1.0,2.5,22
06/20/2019 13:00,23,1.0,1.0,2.5,23
06/20/2019 12:00,23,1.0,1.0,2.5,23
06/20/2019 11:00,23,1.0,1.0,2.5,23
06/20/2019 10:00,23,1.0,1.0,2.5,23
06/20/2019 09:00,23,1.0,1.0,2.5,23
06/20/2019 08:00,23,1.0,1.0,2.5,23
06/20/2019 07:00,23,1.0,1.0,2.6,23
06/20/2019 06:00,23,1.0,1.0,2.6,23
06/20/2019 05:00,24,1.0,1.0,2.6,24
06/20/2019 04:00,23,1.0,1.0,2.6,23
06/20/2019 03:00,23,1.0,1.0,2.6,23
06/20/2019 02:00,24,1.0,1.0,2.6,24
06/20/2019 01:00,24,1.0,1.0,2.6,24
06/20/2019 00:00,24,1.0,1.0,2.6,24
06/19/2019 23:00,24,1.0,1.0,2.6,24
06/19/2019 22:00,24,1.0,1.0,2.6,24
06/19/2019 21:00,24,1.0,1.0,2.6,24
06/19/2019 20:00,24,1.0,1.0,2.6,24
06/19/2019 19:00,25,1.0,1.0,2.6,25
06/19/2019 18:00,25,1.0,1.0,2.6,25
06/19/2019 17:00,25,1.0,1.0,2.6,25
06/19/2019 16:00,25,1.0,1.0,2.6,25
06/19/2019 15:00,25,1.0,1.0,2.6,25
06/19/2019 14:00,26,1.0,1.0,2.6,26
06/19/2019 13:00,26,1.0,1.0,2.6,26
06/19/2019 12:00,26,1.0,1.0,2.6,26
06/19/2019 11:00,25,1.0,1.0,2.6,25
06/19/2019 10:00,26,1.0,1.0,2.6,26
06/19/2019 09:00,25,1.0,1.0,2.6,25
06/19/2019 08:00,26,1.0,1.0,2.6,26
06/19/2019 07:00,26,1.0,1.0,2.6,26
06/19/2019 06:00,26,1.0,1.0,2.6,26
06/19/2019 05:00,26,1.0,1.0,2.6,26
06/19/2019 04:00,26,1.0,1.0,2.6,26
06/19/2019 03:00,26,1.0,1.0,2.6,26
06/19/2019 02:00,26,1.0,1.0,2.6,26
06/19/2019 01:00,26,1.0,1.0,2.6,26
06/19/2019 00:00,25,1.0,1.0,2.6,25
06/18/2019 23:00,25,1.0,1.0,2.6,25
06/18/2019 22:00,26,1.0,1.0,2.6,26
06/18/2019 21:00,26,1.0,1.0,2.6,26
06/18/2019 20:00,26,1.0,1.0,2.6,26
06/18/2019 19:00,27,1.0,1.0,2.6,27
06/18/2019 18:00,27,1.0,1.0,2.6,27
06/18/2019 17:00,26,1.0,1.0,2.6,26
06/18/2019 16:00,27,1.0,1.0,2.6,27
06/18/2019 15:00,27,1.0,1.0,2.6,27
06/18/2019 14:00,27,1.0,1.0,2.6,27
06/18/2019 13:00,27,1.0,1.0,2.6,27
06/18/2019 12:00,27,1.0,1.0,2.6,27
06/18/2019 11:00,27,1.0,1.0,2.6,27
06/18/2019 10:00,27,1.0,1.0,2.6,27
06/18/2019 09:00,27,1.0,1.0,2.6,27
06/18/2019 08:00,27,1.0,1.0,2.6,27
06/18/2019 07:00,27,1.0,1.0,2.6,27
06/18/2019 06:00,27,1.0,1.0,2.6,27
06/18/2019 05:00,26,1.0,1.0,2.6,26
06/18/2019 04:00,27,1.0,1.0,2.6,27
06/18/2019 03:00,26,1.0,1.0,2.6,26
06/18/2019 02:00,26,1.0,1.0,2.6,26
06/18/2019 01:00,26,1.0,1.0,2.6,26
06/18/2019 00:00,27,1.0,1.0,2.6,27
06/17/2019 23:00,27,1.0,1.0,2.6,27
06/17/2019 22:00,27,1.0,1.0,2.6,27
06/17/2019 21:00,27,1.0,1.0,2.6,27
06/17/2019 20:00,27,1.0,1.0,2.6,27
06/17/2019 19:00,27,1.0,1.0,2.6,27
06/17/2019 18:00,27,1.0,1.0,2.6,27
06/17/2019 17:00,27,1.0,1.0,2.6,27
06/17/2019 16:00,27,1.0,1.0,2.6,27
06/17/2019 15:00,27,1.0,1.0,2.6,27
06/17/2019 14:00,27,1.0,1.0,2.6,27
06/17/2019 13:00,27,1.0,1.0,2.6,27
06/17/2019 12:00,27,1.0,1.0,2.6,27
06/17/2019 11:00,27,1.0,1.0,2.6,27
06/17/2019 10:00,27,1.0,1.0,2.6,27
06/17/2019 09:00,27,1.0,1.0,2.6,27
06/17/2019 08:00,27,1.0,1.0,2.6,27
06/17/2019 07:00,27,1.0,1.0,2.6,27
06/17/2019 06:00,27,1.0,1.0,2.6,27
06/17/2019 05:00,27,1.0,1.0,2.6,27
06/17/2019 04:00,28,1.0,1.0,2.6,28
06/17/2019 03:00,28,1.0,1.0,2.6,28
06/17/2019 02:00,28,1.0,1.0,2.6,28
06/17/2019 01:00,28,1.0,1.0,2.6,28
06/17/2019 00:00,28,1.0,1.0,2.6,28
06/16/2019 23:00,27,1.0,1.0,2.6,27
06/16/2019 22:00,28,1.0,1.0,2.6,28
06/16/2019 21:00,28,1.0,1.0,2.6,28
06/16/2019 20:00,28,1.0,1.0,2.6,28
06/16/2019 19:00,28,1.0,1.0,2.6,28
06/16/2019 18:00,28,1.0,1.0,2.6,28
06/16/2019 17:00,28,1.0,1.0,2.6,28
06/16/2019 16:00,28,1.0,1.0,2.6,28
06/16/2019 15:00,28,1.0,1.0,2.6,28
06/16/2019 14:00,29,1.0,1.0,2.6,29
06/16/2019 13:00,29,1.0,1.0,2.6,29
06/16/2019 12:00,29,1.0,1.0,2.6,29
06/16/2019 11:00,29,1.0,1.0,2.6,29
06/16/2019 10:00,30,1.0,1.0,2.6,30
06/16/2019 09:00,29,1.0,1.0,2.6,29
06/16/2019 08:00,30,1.0,1.0,2.6,30
06/16/2019 07:00,30,1.0,1.0,2.6,30
06/16/2019 06:00,30,1.0,1.0,2.6,30
06/16/2019 05:00,30,1.0,1.0,2.6,30
06/16/2019 04:00,30,1.0,1.0,2.6,30
06/16/2019 03:00,30,1.0,1.0,2.6,30
06/16/2019 02:00,31,1.0,1.0,2.6,31
06/16/2019 01:00,30,1.0,1.0,2.6,30
06/16/2019 00:00,30,1.0,1.0,2.6,30
06/15/2019 23:00,31,1.0,1.0,2.6,31
06/15/2019 22:00,30,1.0,1.0,2.6,30
06/15/2019 21:00,31,1.0,1.0,2.6,31
06/15/2019 20:00,31,1.0,1.0,2.6,31
06/15/2019 19:00,31,1.0,1.0,2.6,31
06/15/2019 18:00,32,1.0,1.0,2.6,32
06/15/2019 17:00,33,1.0,1.0,2.6,33
06/15/2019 16:00,33,1.0,1.0,2.6,33
06/15/2019 15:00,33,1.0,1.0,2.6,33
06/15/2019 14:00,33,1.0,1.0,2.6,33
06/15/2019 13:00,33,1.0,1.0,2.6,33
06/15/2019 12:00,33,1.0,1.0,2.6,33
06/15/2019 11:00,33,1.0,1.0,2.6,33
06/15/2019 10:00,33,1.0,1.0,2.6,33
06/15/2019 09:00,33,1.0,1.0,2.6,33
06/15/2019 08:00,32,1.0,1.0,2.6,32
06/15/2019 07:00,33,1.0,1.0,2.6,33
06/15/2019 06:00,33,1.0,1.0,2.6,33
06/15/2019 05:00,33,1.0,1.0,2.6,33
06/15/2019 04:00,33,1.0,1.0,2.6,33
06/15/2019 03:00,32,1.0,1.0,2.6,32
06/15/2019 02:00,33,1.0,1.0,2.6,33
06/15/2019 01:00,33,1.0,1.0,2.6,33
06/15/2019 00:00,33,1.0,1.0,2.6,33
06/14/2019 23:00,34,1.0,1.0,2.6,34
06/14/2019 22:00,34,1.0,1.0,2.6,34
06/14/2019 21:00,33,1.0,1.0,2.6,33
06/14/2019 20:00,33,1.0,1.0,2.6,33
06/14/2019 19:00,34,1.0,1.0,2.6,34
06/14/2019 18:00,32,1.0,1.0,2.6,32
06/14/2019 17:00,32,1.0,1.0,2.6,32
06/14/2019 16:00,32,1.0,1.0,2.6,32
06/14/2019 15:00,32,1.0,1.0,2.6,32
06/14/2019 14:00,32,1.0,1.0,2.6,32
06/14/2019 13:00,32,1.0,1.0,2.6,32
06/14/2019 12:00,32,1.0,1.0,2.6,32
06/14/2019 11:00,33,1.0,1.0,2.6,33
06/14/2019 10:00,33,1.0,1.0,2.6,33
06/14/2019 09:00,34,1.0,1.0,2.6,34
06/14/2019 08:00,34,1.0,1.0,2.6,34
06/14/2019 07:00,34,1.0,1.0,2.6,34
06/14/2019 06:00,34,1.0,1.0,2.6,34
06/14/2019 05:00,34,1.0,1.0,2.6,34
06/14/2019 04:00,34,1.0,1.0,2.6,34
06/14/2019 03:00,34,1.0,1.0,2.6,34
06/14/2019 02:00,34,1.0,1.0,2.6,34
06/14/2019 01:00,34,1.0,1.0,2.6,34
06/14/2019 00:00,35,1.0,1.0,2.6,35
06/13/2019 23:00,35,1.0,1.0,2.6,35
06/13/2019 22:00,35,1.0,1.0,2.6,35
06/13/2019 21:00,34,1.0,1.0,2.6,34
06/13/2019 20:00,35,1.0,1.0,2.6,35
06/13/2019 19:00,35,1.0,1.0,2.6,35
06/13/2019 18:00,36,1.0,1.0,2.6,36
06/13/2019 17:00,36,1.0,1.0,2.6,36
06/13/2019 16:00,37,1.0,1.0,2.6,37
06/13/2019 15:00,36,1.0,1.0,2.6,36
06/13/2019 14:00,36,1.0,1.0,2.6,36
06/13/2019 13:00,37,1.0,1.0,2.6,37
06/13/2019 12:00,37,1.0,1.0,2.6,37
06/13/2019 11:00,37,1.0,1.0,2.6,37
06/13/2019 10:00,38,1.0,1.0,2.6,38
06/13/2019 09:00,37,1.0,1.0,2.6,37
06/13/2019 08:00,37,1.0,1.0,2.6,37
06/13/2019 07:00,39,1.0,1.0,2.7,39
06/13/2019 06:00,38,1.0,1.0,2.6,38
06/13/2019 05:00,40,1.0,1.0,2.7,40
06/13/2019 04:00,40,1.0,1.0,2.7,40
06/13/2019 03:00,40,1.0,1.0,2.7,40
06/13/2019 02:00,40,1.0,1.0,2.7,40
06/13/2019 01:00,42,1.0,1.0,2.7,42
06/13/2019 00:00,42,1.0,1.0,2.7,42
06/12/2019 23:00,42,1.0,1.0,2.7,42
06/12/2019 22:00,42,1.0,1.0,2.7,42
06/12/2019 21:00,42,1.0,1.0,2.7,42
06/12/2019 20:00,42,1.0,1.0,2.7,42
06/12/2019 19:00,43,1.0,1.0,2.7,43
06/12/2019 18:00,43,1.0,1.0,2.7,43
06/12/2019 17:00,43,1.0,1.0,2.7,43
06/12/2019 16:00,43,1.0,1.0,2.7,43
06/12/2019 15:00,43,1.0,1.0,2.7,43
06/12/2019 14:00,43,1.0,1.0,2.7,43
06/12/2019 13:00,43,1.0,1.0,2.7,43
06/12/2019 12:00,43,1.0,1.0,2.7,43
06/12/2019 11:00,43,1.0,1.0,2.7,43
06/12/2019 10:00,43,1.0,1.0,2.7,43
06/12/2019 09:00,43,1.0,1.0,2.7,43
06/12/2019 08:00,44,1.0,1.0,2.7,44
06/12/2019 07:00,43,1.0,1.0,2.7,43
06/12/2019 06:00,44,1.0,1.0,2.7,44
06/12/2019 05:00,44,1.0,1.0,2.7,44
06/12/2019 04:00,45,1.0,1.0,2.7,45
06/12/2019 03:00,46,1.0,1.0,2.7,46
06/12/2019 02:00,44,1.0,1.0,2.7,44
06/12/2019 01:00,45,1.0,1.0,2.7,45
06/12/2019 00:00,46,1.0,1.0,2.7,46
06/11/2019 23:00,46,1.0,1.0,2.7,46
06/11/2019 22:00,46,1.0,1.0,2.7,46
06/11/2019 21:00,46,1.0,1.0,2.7,46
06/11/2019 20:00,47,1.0,1.0,2.7,47
06/11/2019 19:00,46,1.0,1.0,2.7,46
06/11/2019 18:00,47,1.0,1.0,2.7,47
06/11/2019 17:00,47,1.0,1.0,2.7,47
06/11/2019 16:00,49,1.0,1.0,2.7,49
06/11/2019 15:00,49,1.0,1.0,2.7,49
06/11/2019 14:00,51,1.0,1.0,2.7,51
06/11/2019 13:00,51,1.0,1.0,2.7,51
06/11/2019 12:00,51,1.0,1.0,2.7,51
06/11/2019 11:00,51,1.0,1.0,2.7,51
06/11/2019 10:00,51,1.0,1.0,2.7,51
06/11/2019 09:00,52,1.0,1.0,2.7,52
06/11/2019 08:00,52,1.0,1.0,2.7,52
06/11/2019 07:00,53,1.0,1.0,2.7,53
06/11/2019 06:00,53,1.0,1.0,2.7,53
06/11/2019 05:00,54,1.0,1.0,2.7,54
06/11/2019 04:00,57,1.0,1.0,2.7,57
06/11/2019 03:00,56,1.0,1.0,2.7,56
06/11/2019 02:00,56,1.0,1.0,2.7,56
06/11/2019 01:00,57,1.0,1.0,2.7,57
06/11/2019 00:00,56,1.0,1.0,2.7,56
06/10/2019 23:00,57,1.0,1.0,2.7,57
06/10/2019 22:00,57,1.0,1.0,2.7,57
06/10/2019 21:00,58,1.0,1.0,2.7,58
06/10/2019 20:00,61,1.0,1.0,2.8,61
06/10/2019 19:00,59,1.0,1.0,2.8,59
06/10/2019 18:00,61,1.0,1.0,2.8,61
06/10/2019 17:00,59,1.0,1.0,2.8,59
06/10/2019 16:00,61,1.0,1.0,2.8,61
06/10/2019 15:00,61,1.0,1.0,2.8,61
06/10/2019 14:00,62,1.0,1.0,2.8,62
06/10/2019 13:00,62,1.0,1.0,2.8,62
06/10/2019 12:00,64,1.0,1.0,2.8,64
06/10/2019 11:00,64,1.0,1.0,2.8,64
06/10/2019 10:00,62,1.0,1.0,2.8,62
06/10/2019 09:00,62,1.0,1.0,2.8,62
06/10/2019 08:00,61,1.0,1.0,2.8,61
06/10/2019 07:00,62,1.0,1.0,2.8,62
06/10/2019 06:00,59,1.0,1.0,2.8,59
06/10/2019 05:00,59,1.0,1.0,2.8,59
06/10/2019 04:00,59,1.0,1.0,2.8,59
06/10/2019 03:00,57,1.0,1.0,2.7,57
06/10/2019 02:00,57,1.0,1.0,2.7,57
06/10/2019 01:00,56,1.0,1.0,2.7,56
06/10/2019 00:00,57,1.0,1.0,2.7,57
06/09/2019 23:00,56,1.0,1.0,2.7,56
06/09/2019 22:00,56,1.0,1.0,2.7,56
06/09/2019 21:00,56,1.0,1.0,2.7,56
06/09/2019 20:00,57,1.0,1.0,2.7,57
06/09/2019 19:00,56,1.0,1.0,2.7,56
06/09/2019 18:00,57,1.0,1.0,2.7,57
06/09/2019 17:00,57,1.0,1.0,2.7,57
06/09/2019 16:00,56,1.0,1.0,2.7,56
06/09/2019 15:00,53,1.0,1.0,2.7,53
06/09/2019 14:00,54,1.0,1.0,2.7,54
06/09/2019 13:00,56,1.0,1.0,2.7,56
06/09/2019 12:00,57,1.0,1.0,2.7,57
06/09/2019 11:00,57,1.0,1.0,2.7,57
06/09/2019 10:00,60,1.0,1.0,2.8,60
06/09/2019 09:00,58,1.0,1.0,2.7,58
06/09/2019 08:00,58,1.0,1.0,2.7,58
06/09/2019 07:00,60,1.0,1.0,2.8,60
06/09/2019 06:00,61,1.0,1.0,2.8,61
06/09/2019 05:00,61,1.0,1.0,2.8,61
06/09/2019 04:00,62,1.0,1.0,2.8,62
06/09/2019 03:00,64,1.0,1.0,2.8,64
06/09/2019 02:00,64,1.0,1.0,2.8,64
06/09/2019 01:00,64,1.0,1.0,2.8,64
06/09/2019 00:00,66,1.0,1.0,2.8,66
06/08/2019 23:00,66,1.0,1.0,2.8,66
06/08/2019 22:00,66,1.0,1.0,2.8,66
06/08/2019 21:00,66,1.0,1.0,2.8,66
06/08/2019 20:00,69,1.0,1.0,2.8,69
06/08/2019 19:00,69,1.0,1.0,2.8,69
06/08/2019 18:00,69,1.0,1.0,2.8,69
06/08/2019 17:00,71,1.0,1.0,2.8,71
06/08/2019 16:00,71,1.0,1.0,2.8,71
06/08/2019 15:00,72,1.0,1.0,2.8,72
06/08/2019 14:00,74,1.0,1.0,2.8,74
06/08/2019 13:00,74,1.0,1.0,2.8,74
06/08/2019 12:00,75,1.0,1.0,2.8,75
06/08/2019 11:00,74,1.0,1.0,2.8,74
06/08/2019 10:00,77,1.0,1.0,2.8,77
06/08/2019 09:00,77,1.0,1.0,2.8,77
06/08/2019 08:00,78,1.0,1.0,2.8,78
06/08/2019 07:00,80,1.0,1.0,2.8,80
06/08/2019 06:00,80,1.0,1.0,2.8,80
06/08/2019 05:00,83,1.0,1.0,2.9,83
06/08/2019 04:00,82,1.0,1.0,2.8,82
06/08/2019 03:00,83,1.0,1.0,2.9,83
06/08/2019 02:00,87,1.0,1.0,2.9,87
06/08/2019 01:00,85,1.0,1.0,2.9,85
06/08/2019 00:00,87,1.0,1.0,2.9,87
06/07/2019 23:00,90,1.0,1.0,2.9,90
06/07/2019 22:00,88,1.0,1.0,2.9,88
06/07/2019 21:00,92,1.0,1.0,2.9,92
06/07/2019 20:00,90,1.0,1.0,2.9,90
06/07/2019 19:00,93,1.0,1.0,2.9,93
06/07/2019 18:00,95,1.0,1.0,2.9,95
06/07/2019 17:00,95,1.0,1.0,2.9,95
06/07/2019 16:00,97,1.0,1.0,2.9,97
06/07/2019 15:00,97,1.0,1.0,2.9,97
06/07/2019 14:00,101,1.0,1.0,2.9,100
06/07/2019 13:00,101,1.0,1.0,2.9,100
06/07/2019 12:00,102,1.0,1.0,2.9,100
06/07/2019 11:00,104,1.0,1.0,2.9,100
06/07/2019 10:00,104,1.0,1.0,2.9,100
06/07/2019 09:00,106,1.0,1.0,2.9,110
06/07/2019 08:00,104,1.0,1.0,2.9,100
06/07/2019 07:00,108,1.0,1.0,2.9,110
06/07/2019 06:00,110,1.0,1.0,2.9,110
06/07/2019 05:00,114,1.0,1.0,3.0,110
06/07/2019 04:00,114,1.0,1.0,3.0,110
06/07/2019 03:00,114,1.0,1.0,3.0,110
06/07/2019 02:00,116,1.0,1.0,3.0,120
06/07/2019 01:00,118,1.0,1.0,3.0,120
06/07/2019 00:00,122,1.0,1.0,3.0,120
06/06/2019 23:00,120,1.0,1.0,3.0,120
06/06/2019 22:00,124,1.0,1.0,3.0,120
06/06/2019 21:00,128,1.0,1.0,3.0,130
06/06/2019 20:00,128,1.0,1.0,3.0,130
06/06/2019 19:00,128,1.0,1.0,3.0,130
06/06/2019 18:00,131,1.0,1.0,3.0,130
06/06/2019 17:00,133,1.0,1.0,3.0,130
06/06/2019 16:00,135,1.0,1.0,3.0,140
06/06/2019 15:00,137,1.0,1.0,3.0,140
06/06/2019 14:00,137,1.0,1.0,3.0,140
06/06/2019 13:00,139,1.0,1.0,3.0,140
06/06/2019 12:00,144,1.0,1.0,3.0,140
06/06/2019 11:00,144,1.0,1.0,3.0,140
06/06/2019 10:00,142,1.0,1.0,3.0,140
06/06/2019 09:00,146,1.0,1.0,3.1,150
06/06/2019 08:00,149,1.0,1.0,3.1,150
06/06/2019 07:00,149,1.0,1.0,3.1,150
06/06/2019 06:00,156,1.0,1.0,3.1,160
06/06/2019 05:00,153,1.0,1.0,3.1,150
06/06/2019 04:00,163,1.0,1.0,3.1,160
06/06/2019 03:00,161,1.0,1.0,3.1,160
06/06/2019 02:00,168,1.0,1.0,3.1,170
06/06/2019 01:00,168,1.0,1.0,3.1,170
06/06/2019 00:00,168,1.0,1.0,3.1,170
06/05/2019 23:00,171,1.0,1.0,3.1,170
06/05/2019 22:00,176,1.0,1.0,3.1,180
06/05/2019 21:00,176,1.0,1.0,3.1,180
06/05/2019 20:00,179,1.0,1.0,3.1,180
06/05/2019 19:00,184,1.0,1.0,3.1,180
06/05/2019 18:00,184,1.0,1.0,3.1,180
06/05/2019 17:00,187,1.0,1.0,3.2,190
06/05/2019 16:00,192,1.0,1.0,3.2,190
06/05/2019 15:00,198,1.0,1.0,3.2,200
06/05/2019 14:00,195,1.0,1.0,3.2,200
06/05/2019 13:00,203,1.0,1.0,3.2,200
06/05/2019 12:00,200,1.0,1.0,3.2,200
06/05/2019 11:00,200,1.0,1.0,3.2,200
06/05/2019 10:00,209,1.0,1.0,3.2,210
06/05/2019 09:00,206,1.0,1.0,3.2,210
06/05/2019 08:00,200,1.0,1.0,3.2,200
06/05/2019 07:00,200,1.0,1.0,3.2,200
06/05/2019 06:00,203,1.0,1.0,3.2,200
06/05/2019 05:00,198,1.0,1.0,3.2,200
06/05/2019 04:00,176,1.0,1.0,3.1,180
06/05/2019 03:00,124,1.0,1.0,3.0,120
06/05/2019 02:00,88,1.0,1.0,2.9,88
06/05/2019 01:00,72,1.0,1.0,2.8,72
06/05/2019 00:00,65,1.0,1.0,2.8,65
06/04/2019 23:00,61,1.0,1.0,2.8,61
06/04/2019 22:00,58,1.0,1.0,2.7,58
06/04/2019 21:00,57,1.0,1.0,2.7,57
06/04/2019 20:00,57,1.0,1.0,2.7,57
06/04/2019 19:00,52,1.0,1.0,2.7,52
06/04/2019 18:00,50,1.0,1.0,2.7,50
06/04/2019 17:00,46,1.0,1.0,2.7,46
06/04/2019 16:00,45,1.0,1.0,2.7,45
06/04/2019 15:00,46,1.0,1.0,2.7,46
06/04/2019 14:00,47,1.0,1.0,2.7,47
06/04/2019 13:00,47,1.0,1.0,2.7,47
06/04/2019 12:00,47,1.0,1.0,2.7,47
06/04/2019 11:00,47,1.0,1.0,2.7,47
06/04/2019 10:00,47,1.0,1.0,2.7,47
06/04/2019 09:00,47,1.0,1.0,2.7,47
06/04/2019 08:00,49,1.0,1.0,2.7,49
06/04/2019 07:00,47,1.0,1.0,2.7,47
06/04/2019 06:00,46,1.0,1.0,2.7,46
06/04/2019 05:00,47,1.0,1.0,2.7,47
06/04/2019 04:00,46,1.0,1.0,2.7,46
06/04/2019 03:00,47,1.0,1.0,2.7,47
06/04/2019 02:00,49,1.0,1.0,2.7,49
06/04/2019 01:00,47,1.0,1.0,2.7,47
06/04/2019 00:00,47,1.0,1.0,2.7,47
06/03/2019 23:00,49,1.0,1.0,2.7,49
06/03/2019 22:00,49,1.0,1.0,2.7,49
06/03/2019 21:00,49,1.0,1.0,2.7,49
06/03/2019 20:00,49,1.0,1.0,2.7,49
06/03/2019 19:00,49,1.0,1.0,2.7,49
06/03/2019 18:00,49,1.0,1.0,2.7,49
06/03/2019 17:00,50,1.0,1.0,2.7,50
06/03/2019 16:00,51,1.0,1.0,2.7,51
06/03/2019 15:00,50,1.0,1.0,2.7,50
06/03/2019 14:00,51,1.0,1.0,2.7,51
06/03/2019 13:00,51,1.0,1.0,2.7,51
06/03/2019 12:00,51,1.0,1.0,2.7,51
06/03/2019 11:00,51,1.0,1.0,2.7,51
06/03/2019 10:00,51,1.0,1.0,2.7,51
06/03/2019 09:00,52,1.0,1.0,2.7,52
06/03/2019 08:00,51,1.0,1.0,2.7,51
06/03/2019 07:00,52,1.0,1.0,2.7,52
06/03/2019 06:00,52,1.0,1.0,2.7,52
06/03/2019 05:00,51,1.0,1.0,2.7,51
06/03/2019 04:00,53,1.0,1.0,2.7,53
06/03/2019 03:00,53,1.0,1.0,2.7,53
06/03/2019 02:00,52,1.0,1.0,2.7,52
06/03/2019 01:00,53,1.0,1.0,2.7,53
06/03/2019 00:00,53,1.0,1.0,2.7,53
06/02/2019 23:00,55,1.0,1.0,2.7,55
06/02/2019 22:00,55,1.0,1.0,2.7,55
06/02/2019 21:00,55,1.0,1.0,2.7,55
06/02/2019 20:00,55,1.0,1.0,2.7,55
06/02/2019 19:00,53,1.0,1.0,2.7,53
06/02/2019 18:00,56,1.0,1.0,2.7,56
06/02/2019 17:00,56,1.0,1.0,2.7,56
06/02/2019 16:00,56,1.0,1.0,2.7,56
06/02/2019 15:00,56,1.0,1.0,2.7,56
06/02/2019 14:00,57,1.0,1.0,2.7,57
06/02/2019 13:00,57,1.0,1.0,2.7,57
06/02/2019 12:00,57,1.0,1.0,2.7,57
06/02/2019 11:00,57,1.0,1.0,2.7,57
06/02/2019 10:00,59,1.0,1.0,2.7,59
06/02/2019 09:00,59,1.0,1.0,2.7,59
06/02/2019 08:00,59,1.0,1.0,2.7,59
06/02/2019 07:00,59,1.0,1.0,2.7,59
06/02/2019 06:00,60,1.0,1.0,2.8,60
06/02/2019 05:00,61,1.0,1.0,2.8,61
06/02/2019 04:00,60,1.0,1.0,2.8,60
06/02/2019 03:00,61,1.0,1.0,2.8,61
06/02/2019 02:00,61,1.0,1.0,2.8,61
06/02/2019 01:00,61,1.0,1.0,2.8,61
06/02/2019 00:00,61,1.0,1.0,2.8,61
06/01/2019 23:00,63,1.0,1.0,2.8,63
06/01/2019 22:00,63,1.0,1.0,2.8,63
06/01/2019 21:00,63,1.0,1.0,2.8,63
06/01/2019 20:00,64,1.0,1.0,2.8,64
06/01/2019 19:00,64,1.0,1.0,2.8,64
06/01/2019 18:00,64,1.0,1.0,2.8,64
06/01/2019 17:00,67,1.0,1.0,2.8,67
06/01/2019 16:00,67,1.0,1.0,2.8,67
06/01/2019 15:00,67,1.0,1.0,2.8,67
06/01/2019 14:00,67,1.0,1.0,2.8,67
06/01/2019 13:00,67,1.0,1.0,2.8,67
