Date-Time,Instantaneous computed discharge (cfs)_x,Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous computed discharge (cfs)_y
11/28/2018 12:00,53,1.0,1.0,2.7,53
11/28/2018 08:00,54,1.0,1.0,2.7,54
11/28/2018 04:00,54,1.0,1.0,2.7,54
11/28/2018 00:00,55,1.0,1.0,2.7,55
11/27/2018 20:00,56,1.0,1.0,2.7,56
11/27/2018 16:00,57,1.0,1.0,2.7,57
11/27/2018 12:00,58,1.0,1.0,2.7,58
11/27/2018 08:00,58,1.0,1.0,2.7,58
11/27/2018 04:00,60,1.0,1.0,2.8,60
11/27/2018 00:00,61,1.0,1.0,2.8,61
11/26/2018 20:00,62,1.0,1.0,2.8,62
11/26/2018 16:00,62,1.0,1.0,2.8,62
11/26/2018 12:00,62,1.0,1.0,2.8,62
11/26/2018 08:00,62,1.0,1.0,2.8,62
11/26/2018 04:00,64,1.0,1.0,2.8,64
11/26/2018 00:00,64,1.0,1.0,2.8,64
11/25/2018 20:00,67,1.0,1.0,2.8,67
11/25/2018 16:00,68,1.0,1.0,2.8,68
11/25/2018 12:00,69,1.0,1.0,2.8,69
11/25/2018 08:00,71,1.0,1.0,2.8,71
11/25/2018 04:00,72,1.0,1.0,2.8,72
11/25/2018 00:00,71,1.0,1.0,2.8,71
11/24/2018 20:00,71,1.0,1.0,2.8,71
11/24/2018 16:00,69,1.0,1.0,2.8,69
11/24/2018 12:00,65,1.0,1.0,2.8,65
11/24/2018 08:00,59,1.0,1.0,2.8,59
11/24/2018 04:00,53,1.0,1.0,2.7,53
11/24/2018 00:00,47,1.0,1.0,2.7,47
11/23/2018 20:00,39,1.0,1.0,2.6,39
11/23/2018 16:00,30,1.0,1.0,2.6,30
11/23/2018 12:00,22,1.0,1.0,2.5,22
11/23/2018 08:00,17,1.0,1.0,2.5,17
11/23/2018 04:00,15,1.0,1.0,2.5,15
11/23/2018 00:00,12,1.0,1.0,2.5,12
11/22/2018 20:00,11,1.0,1.0,2.5,11
11/22/2018 16:00,11,1.0,1.0,2.5,11
11/22/2018 12:00,11,1.0,1.0,2.5,11
11/22/2018 08:00,11,1.0,1.0,2.5,11
11/22/2018 04:00,11,1.0,1.0,2.5,11
11/22/2018 00:00,11,1.0,1.0,2.5,11
11/21/2018 20:00,11,1.0,1.0,2.5,11
11/21/2018 16:00,11,1.0,1.0,2.5,11
11/21/2018 12:00,12,1.0,1.0,2.5,12
11/21/2018 08:00,12,1.0,1.0,2.5,12
11/21/2018 04:00,12,1.0,1.0,2.5,12
11/21/2018 00:00,12,1.0,1.0,2.5,12
11/20/2018 20:00,13,1.0,1.0,2.5,13
11/20/2018 16:00,13,1.0,1.0,2.5,13
11/20/2018 12:00,13,1.0,1.0,2.5,13
11/20/2018 08:00,14,1.0,1.0,2.5,14
11/20/2018 04:00,14,1.0,1.0,2.5,14
11/20/2018 00:00,14,1.0,1.0,2.5,14
11/19/2018 20:00,15,1.0,1.0,2.5,15
11/19/2018 16:00,15,1.0,1.0,2.5,15
11/19/2018 12:00,15,1.0,1.0,2.5,15
11/19/2018 08:00,16,1.0,1.0,2.5,16
11/19/2018 04:00,16,1.0,1.0,2.5,16
11/19/2018 00:00,17,1.0,1.0,2.5,17
11/18/2018 20:00,17,1.0,1.0,2.5,17
11/18/2018 16:00,18,1.0,1.0,2.5,18
11/18/2018 12:00,18,1.0,1.0,2.5,18
11/18/2018 08:00,19,1.0,1.0,2.5,19
11/18/2018 04:00,20,1.0,1.0,2.5,20
11/18/2018 00:00,21,1.0,1.0,2.5,21
11/17/2018 20:00,22,1.0,1.0,2.5,22
11/17/2018 16:00,23,1.0,1.0,2.5,23
11/17/2018 12:00,24,1.0,1.0,2.6,24
11/17/2018 08:00,25,1.0,1.0,2.6,25
11/17/2018 04:00,26,1.0,1.0,2.6,26
11/17/2018 00:00,27,1.0,1.0,2.6,27
11/16/2018 20:00,29,1.0,1.0,2.6,29
11/16/2018 16:00,31,1.0,1.0,2.6,31
11/16/2018 12:00,33,1.0,1.0,2.6,33
11/16/2018 08:00,34,1.0,1.0,2.6,34
11/16/2018 04:00,36,1.0,1.0,2.6,36
11/16/2018 00:00,36,1.0,1.0,2.6,36
11/15/2018 20:00,36,1.0,1.0,2.6,36
11/15/2018 16:00,35,1.0,1.0,2.6,35
11/15/2018 12:00,33,1.0,1.0,2.6,33
11/15/2018 08:00,31,1.0,1.0,2.6,31
11/15/2018 04:00,29,1.0,1.0,2.6,29
11/15/2018 00:00,27,1.0,1.0,2.6,27
11/14/2018 20:00,25,1.0,1.0,2.6,25
11/14/2018 16:00,22,1.0,1.0,2.5,22
11/14/2018 12:00,21,1.0,1.0,2.5,21
11/14/2018 08:00,20,1.0,1.0,2.5,20
11/14/2018 04:00,21,1.0,1.0,2.5,21
11/14/2018 00:00,21,1.0,1.0,2.5,21
11/13/2018 20:00,21,1.0,1.0,2.5,21
11/13/2018 16:00,22,1.0,1.0,2.5,22
11/13/2018 12:00,22,1.0,1.0,2.5,22
11/13/2018 08:00,23,1.0,1.0,2.5,23
11/13/2018 04:00,23,1.0,1.0,2.6,23
11/13/2018 00:00,24,1.0,1.0,2.6,24
11/12/2018 20:00,24,1.0,1.0,2.6,24
11/12/2018 16:00,25,1.0,1.0,2.6,25
11/12/2018 12:00,26,1.0,1.0,2.6,26
11/12/2018 08:00,27,1.0,1.0,2.6,27
11/12/2018 04:00,27,1.0,1.0,2.6,27
11/12/2018 00:00,28,1.0,1.0,2.6,28
11/11/2018 20:00,29,1.0,1.0,2.6,29
11/11/2018 16:00,30,1.0,1.0,2.6,30
11/11/2018 12:00,31,1.0,1.0,2.6,31
11/11/2018 08:00,32,1.0,1.0,2.6,32
11/11/2018 04:00,33,1.0,1.0,2.6,33
11/11/2018 00:00,35,1.0,1.0,2.6,35
11/10/2018 20:00,37,1.0,1.0,2.6,37
11/10/2018 16:00,38,1.0,1.0,2.6,38
11/10/2018 12:00,41,1.0,1.0,2.7,41
11/10/2018 08:00,44,1.0,1.0,2.7,44
11/10/2018 04:00,49,1.0,1.0,2.7,49
11/10/2018 00:00,57,1.0,1.0,2.7,57
11/09/2018 20:00,64,1.0,1.0,2.8,64
11/09/2018 16:00,72,1.0,1.0,2.8,72
11/09/2018 12:00,81,1.0,1.0,2.8,81
11/09/2018 11:00,86,1.0,1.0,2.9,86
11/09/2018 10:00,91,1.0,1.0,2.9,91
11/09/2018 09:00,95,1.0,1.0,2.9,95
11/09/2018 08:00,97,1.0,1.0,2.9,97
11/09/2018 07:00,98,1.0,1.0,2.9,98
11/09/2018 06:00,100,1.0,1.0,2.9,100
11/09/2018 05:00,102,1.0,1.0,2.9,100
11/09/2018 04:00,106,1.0,1.0,2.9,110
11/09/2018 03:00,102,1.0,1.0,2.9,100
11/09/2018 02:00,108,1.0,1.0,2.9,110
11/09/2018 01:00,108,1.0,1.0,2.9,110
11/09/2018 00:00,108,1.0,1.0,2.9,110
11/08/2018 23:00,110,1.0,1.0,2.9,110
11/08/2018 22:00,112,1.0,1.0,3.0,110
11/08/2018 21:00,114,1.0,1.0,3.0,110
11/08/2018 20:00,115,1.0,1.0,3.0,120
11/08/2018 19:00,118,1.0,1.0,3.0,120
11/08/2018 18:00,118,1.0,1.0,3.0,120
11/08/2018 17:00,122,1.0,1.0,3.0,120
11/08/2018 16:00,120,1.0,1.0,3.0,120
11/08/2018 15:00,122,1.0,1.0,3.0,120
11/08/2018 14:00,122,1.0,1.0,3.0,120
11/08/2018 13:00,126,1.0,1.0,3.0,130
11/08/2018 12:00,128,1.0,1.0,3.0,130
11/08/2018 11:00,132,1.0,1.0,3.0,130
11/08/2018 10:00,130,1.0,1.0,3.0,130
11/08/2018 09:00,134,1.0,1.0,3.0,130
11/08/2018 08:00,134,1.0,1.0,3.0,130
11/08/2018 07:00,139,1.0,1.0,3.0,140
11/08/2018 06:00,141,1.0,1.0,3.0,140
11/08/2018 05:00,143,1.0,1.0,3.0,140
11/08/2018 04:00,146,1.0,1.0,3.1,150
11/08/2018 03:00,150,1.0,1.0,3.1,150
11/08/2018 02:00,150,1.0,1.0,3.1,150
11/08/2018 01:00,155,1.0,1.0,3.1,160
11/08/2018 00:00,153,1.0,1.0,3.1,150
11/07/2018 23:00,158,1.0,1.0,3.1,160
11/07/2018 22:00,155,1.0,1.0,3.1,160
11/07/2018 21:00,163,1.0,1.0,3.1,160
11/07/2018 20:00,163,1.0,1.0,3.1,160
11/07/2018 19:00,165,1.0,1.0,3.1,170
11/07/2018 18:00,173,1.0,1.0,3.1,170
11/07/2018 17:00,173,1.0,1.0,3.1,170
11/07/2018 16:00,170,1.0,1.0,3.1,170
11/07/2018 15:00,175,1.0,1.0,3.1,180
11/07/2018 14:00,180,1.0,1.0,3.1,180
11/07/2018 13:00,183,1.0,1.0,3.1,180
11/07/2018 12:00,189,1.0,1.0,3.2,190
11/07/2018 11:00,189,1.0,1.0,3.2,190
11/07/2018 10:00,191,1.0,1.0,3.2,190
11/07/2018 09:00,197,1.0,1.0,3.2,200
11/07/2018 08:00,191,1.0,1.0,3.2,190
11/07/2018 07:00,200,1.0,1.0,3.2,200
11/07/2018 06:00,202,1.0,1.0,3.2,200
11/07/2018 05:00,200,1.0,1.0,3.2,200
11/07/2018 04:00,208,1.0,1.0,3.2,210
11/07/2018 03:00,211,1.0,1.0,3.2,210
11/07/2018 02:00,214,1.0,1.0,3.2,210
11/07/2018 01:00,217,1.0,1.0,3.2,220
11/07/2018 00:00,217,1.0,1.0,3.2,220
11/06/2018 23:00,223,1.0,1.0,3.2,220
11/06/2018 22:00,226,1.0,1.0,3.2,230
11/06/2018 21:00,232,1.0,1.0,3.2,230
11/06/2018 20:00,235,1.0,1.0,3.3,240
11/06/2018 19:00,235,1.0,1.0,3.3,240
11/06/2018 18:00,242,1.0,1.0,3.3,240
11/06/2018 17:00,245,1.0,1.0,3.3,250
11/06/2018 16:00,245,1.0,1.0,3.3,250
11/06/2018 15:00,248,1.0,1.0,3.3,250
11/06/2018 14:00,251,1.0,1.0,3.3,250
11/06/2018 13:00,254,1.0,1.0,3.3,250
11/06/2018 12:00,261,1.0,1.0,3.3,260
11/06/2018 11:00,261,1.0,1.0,3.3,260
11/06/2018 10:00,264,1.0,1.0,3.3,260
11/06/2018 09:00,261,1.0,1.0,3.3,260
11/06/2018 08:00,268,1.0,1.0,3.3,270
11/06/2018 07:00,264,1.0,1.0,3.3,260
11/06/2018 06:00,275,1.0,1.0,3.3,280
11/06/2018 05:00,275,1.0,1.0,3.3,280
11/06/2018 04:00,271,1.0,1.0,3.3,270
11/06/2018 03:00,275,1.0,1.0,3.3,280
11/06/2018 02:00,275,1.0,1.0,3.3,280
11/06/2018 01:00,275,1.0,1.0,3.3,280
11/06/2018 00:00,278,1.0,1.0,3.3,280
11/05/2018 23:00,289,1.0,1.0,3.3,290
11/05/2018 22:00,285,1.0,1.0,3.3,290
11/05/2018 21:00,289,1.0,1.0,3.3,290
11/05/2018 20:00,285,1.0,1.0,3.3,290
11/05/2018 19:00,285,1.0,1.0,3.3,290
11/05/2018 18:00,278,1.0,1.0,3.3,280
11/05/2018 17:00,278,1.0,1.0,3.3,280
11/05/2018 16:00,278,1.0,1.0,3.3,280
11/05/2018 15:00,268,1.0,1.0,3.3,270
11/05/2018 14:00,268,1.0,1.0,3.3,270
11/05/2018 13:00,261,1.0,1.0,3.3,260
11/05/2018 12:00,258,1.0,1.0,3.3,260
11/05/2018 11:00,251,1.0,1.0,3.3,250
11/05/2018 10:00,245,1.0,1.0,3.3,250
11/05/2018 09:00,242,1.0,1.0,3.3,240
11/05/2018 08:00,238,1.0,1.0,3.3,240
11/05/2018 07:00,226,1.0,1.0,3.2,230
11/05/2018 06:00,223,1.0,1.0,3.2,220
11/05/2018 05:00,202,1.0,1.0,3.2,200
11/05/2018 04:00,194,1.0,1.0,3.2,190
11/05/2018 03:00,180,1.0,1.0,3.1,180
11/05/2018 02:00,163,1.0,1.0,3.1,160
11/05/2018 01:00,155,1.0,1.0,3.1,160
11/05/2018 00:00,139,1.0,1.0,3.0,140
11/04/2018 23:00,130,1.0,1.0,3.0,130
11/04/2018 22:00,118,1.0,1.0,3.0,120
11/04/2018 21:00,108,1.0,1.0,2.9,110
11/04/2018 20:00,91,1.0,1.0,2.9,91
11/04/2018 19:00,83,1.0,1.0,2.9,83
11/04/2018 18:00,73,1.0,1.0,2.8,73
11/04/2018 17:00,66,1.0,1.0,2.8,66
11/04/2018 16:00,66,1.0,1.0,2.8,66
11/04/2018 15:00,62,1.0,1.0,2.8,62
11/04/2018 14:00,61,1.0,1.0,2.8,61
11/04/2018 13:00,59,1.0,1.0,2.8,59
11/04/2018 12:00,59,1.0,1.0,2.8,59
11/04/2018 11:00,58,1.0,1.0,2.7,58
11/04/2018 10:00,58,1.0,1.0,2.7,58
11/04/2018 09:00,58,1.0,1.0,2.7,58
11/04/2018 08:00,57,1.0,1.0,2.7,57
11/04/2018 07:00,58,1.0,1.0,2.7,58
11/04/2018 06:00,57,1.0,1.0,2.7,57
11/04/2018 05:00,58,1.0,1.0,2.7,58
11/04/2018 04:00,59,1.0,1.0,2.8,59
11/04/2018 03:00,58,1.0,1.0,2.7,58
11/04/2018 02:00,59,1.0,1.0,2.8,59
11/04/2018 01:00,59,1.0,1.0,2.8,59
11/04/2018 01:00,59,1.0,1.0,2.8,61
11/04/2018 01:00,61,1.0,1.0,2.8,59
11/04/2018 01:00,61,1.0,1.0,2.8,61
11/04/2018 00:00,61,1.0,1.0,2.8,61
11/03/2018 23:00,58,1.0,1.0,2.7,58
11/03/2018 22:00,59,1.0,1.0,2.8,59
11/03/2018 21:00,61,1.0,1.0,2.8,61
11/03/2018 20:00,62,1.0,1.0,2.8,62
11/03/2018 19:00,59,1.0,1.0,2.8,59
11/03/2018 18:00,59,1.0,1.0,2.8,59
11/03/2018 17:00,62,1.0,1.0,2.8,62
11/03/2018 16:00,61,1.0,1.0,2.8,61
11/03/2018 15:00,62,1.0,1.0,2.8,62
11/03/2018 14:00,62,1.0,1.0,2.8,62
11/03/2018 13:00,65,1.0,1.0,2.8,65
11/03/2018 12:00,62,1.0,1.0,2.8,62
11/03/2018 11:00,63,1.0,1.0,2.8,63
11/03/2018 10:00,63,1.0,1.0,2.8,63
11/03/2018 09:00,65,1.0,1.0,2.8,65
11/03/2018 08:00,66,1.0,1.0,2.8,66
11/03/2018 07:00,65,1.0,1.0,2.8,65
11/03/2018 06:00,63,1.0,1.0,2.8,63
11/03/2018 05:00,66,1.0,1.0,2.8,66
11/03/2018 04:00,65,1.0,1.0,2.8,65
11/03/2018 03:00,65,1.0,1.0,2.8,65
11/03/2018 02:00,65,1.0,1.0,2.8,65
11/03/2018 01:00,65,1.0,1.0,2.8,65
11/03/2018 00:00,66,1.0,1.0,2.8,66
11/02/2018 23:00,66,1.0,1.0,2.8,66
11/02/2018 22:00,68,1.0,1.0,2.8,68
11/02/2018 21:00,66,1.0,1.0,2.8,66
11/02/2018 20:00,66,1.0,1.0,2.8,66
11/02/2018 19:00,68,1.0,1.0,2.8,68
11/02/2018 18:00,68,1.0,1.0,2.8,68
11/02/2018 17:00,68,1.0,1.0,2.8,68
11/02/2018 16:00,69,1.0,1.0,2.8,69
11/02/2018 15:00,69,1.0,1.0,2.8,69
11/02/2018 14:00,69,1.0,1.0,2.8,69
11/02/2018 13:00,70,1.0,1.0,2.8,70
11/02/2018 12:00,72,1.0,1.0,2.8,72
11/02/2018 11:00,72,1.0,1.0,2.8,72
11/02/2018 10:00,72,1.0,1.0,2.8,72
11/02/2018 09:00,72,1.0,1.0,2.8,72
11/02/2018 08:00,72,1.0,1.0,2.8,72
11/02/2018 07:00,73,1.0,1.0,2.8,73
11/02/2018 06:00,73,1.0,1.0,2.8,73
11/02/2018 05:00,75,1.0,1.0,2.8,75
11/02/2018 04:00,75,1.0,1.0,2.8,75
11/02/2018 03:00,77,1.0,1.0,2.8,77
11/02/2018 02:00,78,1.0,1.0,2.8,78
11/02/2018 01:00,78,1.0,1.0,2.8,78
11/02/2018 00:00,77,1.0,1.0,2.8,77
11/01/2018 23:00,78,1.0,1.0,2.8,78
11/01/2018 22:00,80,1.0,1.0,2.8,80
11/01/2018 21:00,78,1.0,1.0,2.8,78
11/01/2018 20:00,80,1.0,1.0,2.8,80
11/01/2018 19:00,81,1.0,1.0,2.8,81
11/01/2018 18:00,80,1.0,1.0,2.8,80
11/01/2018 17:00,81,1.0,1.0,2.8,81
11/01/2018 16:00,81,1.0,1.0,2.8,81
11/01/2018 15:00,83,1.0,1.0,2.9,83
11/01/2018 14:00,86,1.0,1.0,2.9,86
11/01/2018 13:00,85,1.0,1.0,2.9,85
11/01/2018 12:00,85,1.0,1.0,2.9,85
11/01/2018 11:00,86,1.0,1.0,2.9,86
11/01/2018 10:00,86,1.0,1.0,2.9,86
11/01/2018 09:00,88,1.0,1.0,2.9,88
11/01/2018 08:00,88,1.0,1.0,2.9,88
11/01/2018 07:00,90,1.0,1.0,2.9,90
11/01/2018 06:00,91,1.0,1.0,2.9,91
11/01/2018 05:00,91,1.0,1.0,2.9,91
11/01/2018 04:00,93,1.0,1.0,2.9,93
11/01/2018 03:00,93,1.0,1.0,2.9,93
11/01/2018 02:00,95,1.0,1.0,2.9,95
11/01/2018 01:00,95,1.0,1.0,2.9,95
11/01/2018 00:00,95,1.0,1.0,2.9,95
10/31/2018 23:00,95,1.0,1.0,2.9,95
10/31/2018 22:00,95,1.0,1.0,2.9,95
10/31/2018 21:00,97,1.0,1.0,2.9,97
10/31/2018 20:00,95,1.0,1.0,2.9,95
10/31/2018 19:00,97,1.0,1.0,2.9,97
10/31/2018 18:00,100,1.0,1.0,2.9,100
10/31/2018 17:00,102,1.0,1.0,2.9,100
10/31/2018 16:00,100,1.0,1.0,2.9,100
10/31/2018 15:00,100,1.0,1.0,2.9,100
10/31/2018 14:00,102,1.0,1.0,2.9,100
10/31/2018 13:00,104,1.0,1.0,2.9,100
10/31/2018 12:00,104,1.0,1.0,2.9,100
10/31/2018 11:00,106,1.0,1.0,2.9,110
10/31/2018 10:00,108,1.0,1.0,2.9,110
10/31/2018 09:00,108,1.0,1.0,2.9,110
10/31/2018 08:00,112,1.0,1.0,3.0,110
10/31/2018 07:00,112,1.0,1.0,3.0,110
10/31/2018 06:00,112,1.0,1.0,3.0,110
10/31/2018 05:00,112,1.0,1.0,3.0,110
10/31/2018 04:00,114,1.0,1.0,3.0,110
10/31/2018 03:00,115,1.0,1.0,3.0,120
10/31/2018 02:00,118,1.0,1.0,3.0,120
10/31/2018 01:00,120,1.0,1.0,3.0,120
10/31/2018 00:00,118,1.0,1.0,3.0,120
10/30/2018 23:00,118,1.0,1.0,3.0,120
10/30/2018 22:00,118,1.0,1.0,3.0,120
10/30/2018 21:00,118,1.0,1.0,3.0,120
10/30/2018 20:00,118,1.0,1.0,3.0,120
10/30/2018 19:00,114,1.0,1.0,3.0,110
10/30/2018 18:00,115,1.0,1.0,3.0,120
10/30/2018 17:00,114,1.0,1.0,3.0,110
10/30/2018 16:00,110,1.0,1.0,2.9,110
10/30/2018 15:00,108,1.0,1.0,2.9,110
10/30/2018 14:00,106,1.0,1.0,2.9,110
10/30/2018 13:00,104,1.0,1.0,2.9,100
10/30/2018 12:00,106,1.0,1.0,2.9,110
10/30/2018 11:00,108,1.0,1.0,2.9,110
10/30/2018 10:00,104,1.0,1.0,2.9,100
10/30/2018 09:00,104,1.0,1.0,2.9,100
10/30/2018 08:00,106,1.0,1.0,2.9,110
10/30/2018 07:00,106,1.0,1.0,2.9,110
10/30/2018 06:00,104,1.0,1.0,2.9,100
10/30/2018 05:00,106,1.0,1.0,2.9,110
10/30/2018 04:00,108,1.0,1.0,2.9,110
10/30/2018 03:00,108,1.0,1.0,2.9,110
10/30/2018 02:00,112,1.0,1.0,3.0,110
10/30/2018 01:00,112,1.0,1.0,3.0,110
10/30/2018 00:00,112,1.0,1.0,3.0,110
10/29/2018 23:00,114,1.0,1.0,3.0,110
10/29/2018 22:00,114,1.0,1.0,3.0,110
10/29/2018 21:00,120,1.0,1.0,3.0,120
10/29/2018 20:00,118,1.0,1.0,3.0,120
10/29/2018 19:00,122,1.0,1.0,3.0,120
10/29/2018 18:00,122,1.0,1.0,3.0,120
10/29/2018 17:00,122,1.0,1.0,3.0,120
10/29/2018 16:00,122,1.0,1.0,3.0,120
10/29/2018 15:00,124,1.0,1.0,3.0,120
10/29/2018 14:00,128,1.0,1.0,3.0,130
10/29/2018 13:00,126,1.0,1.0,3.0,130
10/29/2018 12:00,132,1.0,1.0,3.0,130
10/29/2018 11:00,132,1.0,1.0,3.0,130
10/29/2018 10:00,132,1.0,1.0,3.0,130
10/29/2018 09:00,134,1.0,1.0,3.0,130
10/29/2018 08:00,134,1.0,1.0,3.0,130
10/29/2018 07:00,139,1.0,1.0,3.0,140
10/29/2018 06:00,134,1.0,1.0,3.0,130
10/29/2018 05:00,137,1.0,1.0,3.0,140
10/29/2018 04:00,143,1.0,1.0,3.0,140
10/29/2018 03:00,141,1.0,1.0,3.0,140
10/29/2018 02:00,146,1.0,1.0,3.1,150
10/29/2018 01:00,146,1.0,1.0,3.1,150
10/29/2018 00:00,150,1.0,1.0,3.1,150
10/28/2018 23:00,148,1.0,1.0,3.1,150
10/28/2018 22:00,150,1.0,1.0,3.1,150
10/28/2018 21:00,150,1.0,1.0,3.1,150
10/28/2018 20:00,150,1.0,1.0,3.1,150
10/28/2018 19:00,150,1.0,1.0,3.1,150
10/28/2018 18:00,148,1.0,1.0,3.1,150
10/28/2018 17:00,146,1.0,1.0,3.1,150
10/28/2018 16:00,143,1.0,1.0,3.0,140
10/28/2018 15:00,139,1.0,1.0,3.0,140
10/28/2018 14:00,128,1.0,1.0,3.0,130
10/28/2018 13:00,122,1.0,1.0,3.0,120
10/28/2018 12:00,110,1.0,1.0,2.9,110
10/28/2018 11:00,100,1.0,1.0,2.9,100
10/28/2018 10:00,91,1.0,1.0,2.9,91
10/28/2018 09:00,86,1.0,1.0,2.9,86
10/28/2018 08:00,81,1.0,1.0,2.8,81
10/28/2018 07:00,78,1.0,1.0,2.8,78
10/28/2018 06:00,78,1.0,1.0,2.8,78
10/28/2018 05:00,75,1.0,1.0,2.8,75
10/28/2018 04:00,73,1.0,1.0,2.8,73
10/28/2018 03:00,72,1.0,1.0,2.8,72
10/28/2018 02:00,72,1.0,1.0,2.8,72
10/28/2018 01:00,72,1.0,1.0,2.8,72
10/28/2018 00:00,69,1.0,1.0,2.8,69
10/27/2018 23:00,69,1.0,1.0,2.8,69
10/27/2018 22:00,69,1.0,1.0,2.8,69
10/27/2018 21:00,69,1.0,1.0,2.8,69
10/27/2018 20:00,68,1.0,1.0,2.8,68
10/27/2018 19:00,69,1.0,1.0,2.8,69
10/27/2018 18:00,69,1.0,1.0,2.8,69
10/27/2018 17:00,68,1.0,1.0,2.8,68
10/27/2018 16:00,69,1.0,1.0,2.8,69
10/27/2018 15:00,69,1.0,1.0,2.8,69
10/27/2018 14:00,68,1.0,1.0,2.8,68
10/27/2018 13:00,69,1.0,1.0,2.8,69
10/27/2018 12:00,66,1.0,1.0,2.8,66
10/27/2018 11:00,68,1.0,1.0,2.8,68
10/27/2018 10:00,69,1.0,1.0,2.8,69
10/27/2018 09:00,68,1.0,1.0,2.8,68
10/27/2018 08:00,68,1.0,1.0,2.8,68
10/27/2018 07:00,66,1.0,1.0,2.8,66
10/27/2018 06:00,66,1.0,1.0,2.8,66
10/27/2018 05:00,66,1.0,1.0,2.8,66
10/27/2018 04:00,69,1.0,1.0,2.8,69
10/27/2018 03:00,66,1.0,1.0,2.8,66
10/27/2018 02:00,66,1.0,1.0,2.8,66
10/27/2018 01:00,66,1.0,1.0,2.8,66
10/27/2018 00:00,65,1.0,1.0,2.8,65
10/26/2018 23:00,65,1.0,1.0,2.8,65
10/26/2018 22:00,66,1.0,1.0,2.8,66
10/26/2018 21:00,63,1.0,1.0,2.8,63
10/26/2018 20:00,63,1.0,1.0,2.8,63
10/26/2018 19:00,62,1.0,1.0,2.8,62
10/26/2018 18:00,61,1.0,1.0,2.8,61
10/26/2018 17:00,58,1.0,1.0,2.7,58
10/26/2018 16:00,57,1.0,1.0,2.7,57
10/26/2018 15:00,55,1.0,1.0,2.7,55
10/26/2018 14:00,54,1.0,1.0,2.7,54
10/26/2018 13:00,50,1.0,1.0,2.7,50
10/26/2018 12:00,50,1.0,1.0,2.7,50
10/26/2018 11:00,48,1.0,1.0,2.7,48
10/26/2018 10:00,47,1.0,1.0,2.7,47
10/26/2018 09:00,46,1.0,1.0,2.7,46
10/26/2018 08:00,44,1.0,1.0,2.7,44
10/26/2018 07:00,45,1.0,1.0,2.7,45
10/26/2018 06:00,44,1.0,1.0,2.7,44
10/26/2018 05:00,43,1.0,1.0,2.7,43
10/26/2018 04:00,43,1.0,1.0,2.7,43
10/26/2018 03:00,43,1.0,1.0,2.7,43
10/26/2018 02:00,41,1.0,1.0,2.7,41
10/26/2018 01:00,43,1.0,1.0,2.7,43
10/26/2018 00:00,41,1.0,1.0,2.7,41
10/25/2018 23:00,40,1.0,1.0,2.7,40
10/25/2018 22:00,40,1.0,1.0,2.7,40
10/25/2018 21:00,41,1.0,1.0,2.7,41
10/25/2018 20:00,40,1.0,1.0,2.7,40
10/25/2018 19:00,40,1.0,1.0,2.7,40
10/25/2018 18:00,39,1.0,1.0,2.7,39
10/25/2018 17:00,39,1.0,1.0,2.7,39
10/25/2018 16:00,39,1.0,1.0,2.7,39
10/25/2018 15:00,38,1.0,1.0,2.6,38
10/25/2018 14:00,38,1.0,1.0,2.6,38
10/25/2018 13:00,38,1.0,1.0,2.6,38
10/25/2018 12:00,38,1.0,1.0,2.6,38
10/25/2018 11:00,37,1.0,1.0,2.6,37
10/25/2018 10:00,38,1.0,1.0,2.6,38
10/25/2018 09:00,38,1.0,1.0,2.6,38
10/25/2018 08:00,39,1.0,1.0,2.7,39
10/25/2018 07:00,39,1.0,1.0,2.7,39
10/25/2018 06:00,38,1.0,1.0,2.6,38
10/25/2018 05:00,39,1.0,1.0,2.7,39
10/25/2018 04:00,40,1.0,1.0,2.7,40
10/25/2018 03:00,40,1.0,1.0,2.7,40
10/25/2018 02:00,40,1.0,1.0,2.7,40
10/25/2018 01:00,39,1.0,1.0,2.7,39
10/25/2018 00:00,40,1.0,1.0,2.7,40
10/24/2018 23:00,39,1.0,1.0,2.7,39
10/24/2018 22:00,38,1.0,1.0,2.6,38
10/24/2018 21:00,39,1.0,1.0,2.7,39
10/24/2018 20:00,39,1.0,1.0,2.7,39
10/24/2018 19:00,40,1.0,1.0,2.7,40
10/24/2018 18:00,40,1.0,1.0,2.7,40
10/24/2018 17:00,39,1.0,1.0,2.7,39
10/24/2018 16:00,40,1.0,1.0,2.7,40
10/24/2018 15:00,39,1.0,1.0,2.7,39
10/24/2018 14:00,40,1.0,1.0,2.7,40
10/24/2018 13:00,40,1.0,1.0,2.7,40
10/24/2018 12:00,40,1.0,1.0,2.7,40
10/24/2018 11:00,41,1.0,1.0,2.7,41
10/24/2018 10:00,41,1.0,1.0,2.7,41
10/24/2018 09:00,41,1.0,1.0,2.7,41
10/24/2018 08:00,43,1.0,1.0,2.7,43
10/24/2018 07:00,41,1.0,1.0,2.7,41
10/24/2018 06:00,44,1.0,1.0,2.7,44
10/24/2018 05:00,43,1.0,1.0,2.7,43
10/24/2018 04:00,44,1.0,1.0,2.7,44
10/24/2018 03:00,43,1.0,1.0,2.7,43
10/24/2018 02:00,44,1.0,1.0,2.7,44
10/24/2018 01:00,44,1.0,1.0,2.7,44
