Date-Time,Instantaneous computed discharge (cfs),Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous turbidity (FNU)
07/01/2015 01:00,70,28,16,50,8.4
07/01/2015 00:00,70,28,16,50,8.4
06/30/2015 23:00,69,27,15,47,7.9
06/30/2015 22:00,70,26,14,46,7.6
06/30/2015 21:00,70,26,15,47,7.8
06/30/2015 20:00,69,23,13,40,6.7
06/30/2015 19:00,71,24,14,43,7.1
06/30/2015 18:00,73,26,15,47,7.8
06/30/2015 17:00,73,28,16,50,8.4
06/30/2015 16:00,74,25,14,45,7.5
06/30/2015 15:00,75,27,15,48,8.0
06/30/2015 14:00,75,28,16,49,8.2
06/30/2015 13:00,75,28,16,49,8.2
06/30/2015 12:00,75,27,15,49,8.1
06/30/2015 11:00,75,30,17,54,9.0
06/30/2015 10:00,75,32,18,56,9.4
06/30/2015 09:00,75,31,17,55,9.2
06/30/2015 08:00,75,37,21,66,11
06/30/2015 07:00,75,37,21,66,11
06/30/2015 06:00,75,34,19,60,10
06/30/2015 05:00,74,33,19,59,9.9
06/30/2015 04:00,75,34,19,60,10
06/30/2015 03:00,74,40,22,71,12
06/30/2015 02:00,74,43,24,77,13
06/30/2015 01:00,74,56,31,100,17
06/30/2015 00:00,73,37,21,66,11
06/29/2015 23:00,73,33,19,59,9.9
06/29/2015 22:00,73,34,19,60,10
06/29/2015 21:00,73,26,15,46,7.7
06/29/2015 20:00,73,27,15,47,7.9
06/29/2015 19:00,77,26,14,46,7.6
06/29/2015 18:00,75,27,15,48,8.0
06/29/2015 17:00,74,24,14,43,7.1
06/29/2015 16:00,75,27,15,48,8.0
06/29/2015 15:00,77,28,16,49,8.2
06/29/2015 14:00,77,29,16,51,8.5
06/29/2015 13:00,78,33,18,58,9.7
06/29/2015 12:00,78,28,16,50,8.4
06/29/2015 11:00,78,31,17,55,9.2
06/29/2015 10:00,78,30,17,54,9.0
06/29/2015 09:00,78,32,18,57,9.5
06/29/2015 08:00,78,32,18,56,9.4
06/29/2015 07:00,78,33,19,59,9.9
06/29/2015 06:00,78,33,18,59,9.8
06/29/2015 05:00,78,33,18,58,9.7
06/29/2015 04:00,77,34,19,60,10
06/29/2015 03:00,78,37,21,66,11
06/29/2015 02:00,77,31,18,56,9.3
06/29/2015 01:00,75,28,16,50,8.3
06/29/2015 00:00,77,32,18,56,9.4
06/28/2015 23:00,77,27,15,49,8.1
06/28/2015 22:00,77,28,16,50,8.4
06/28/2015 21:00,77,28,16,50,8.3
06/28/2015 20:00,77,23,13,42,6.9
06/28/2015 19:00,75,27,15,49,8.1
06/28/2015 18:00,77,22,13,40,6.6
06/28/2015 17:00,78,26,15,46,7.7
06/28/2015 16:00,78,25,14,45,7.5
06/28/2015 15:00,80,24,14,43,7.1
06/28/2015 14:00,81,25,14,45,7.5
06/28/2015 13:00,81,29,16,51,8.5
06/28/2015 12:00,81,29,16,52,8.6
06/28/2015 11:00,81,28,16,49,8.2
06/28/2015 10:00,81,34,19,60,10
06/28/2015 09:00,83,34,19,60,10
06/28/2015 08:00,81,33,19,59,9.9
06/28/2015 07:00,80,31,18,56,9.3
06/28/2015 06:00,80,31,17,55,9.2
06/28/2015 05:00,80,34,19,60,10
06/28/2015 04:00,78,31,17,54,9.1
06/28/2015 03:00,78,31,17,54,9.1
06/28/2015 02:00,78,31,17,55,9.2
06/28/2015 01:00,78,29,16,52,8.7
06/28/2015 00:00,77,28,16,50,8.4
06/27/2015 23:00,77,32,18,57,9.5
06/27/2015 22:00,77,30,17,54,9.0
06/27/2015 21:00,77,30,17,53,8.8
06/27/2015 20:00,77,26,15,47,7.8
06/27/2015 19:00,78,25,14,45,7.4
06/27/2015 18:00,80,28,16,50,8.4
06/27/2015 17:00,81,29,16,52,8.6
06/27/2015 16:00,81,27,15,47,7.9
06/27/2015 15:00,83,25,14,45,7.5
06/27/2015 14:00,83,28,16,49,8.2
06/27/2015 13:00,84,30,17,53,8.9
06/27/2015 12:00,85,30,17,54,9.0
06/27/2015 11:00,85,29,16,52,8.7
06/27/2015 10:00,85,34,19,60,10
06/27/2015 09:00,84,34,19,60,10
06/27/2015 08:00,84,37,21,66,11
06/27/2015 07:00,84,34,19,60,10
06/27/2015 06:00,83,34,19,60,10
06/27/2015 05:00,84,37,21,66,11
06/27/2015 04:00,84,40,22,71,12
06/27/2015 03:00,84,34,19,60,10
06/27/2015 02:00,84,32,18,57,9.6
06/27/2015 01:00,83,33,19,59,9.9
06/27/2015 00:00,81,37,21,66,11
06/26/2015 23:00,81,31,18,56,9.3
06/26/2015 22:00,81,31,17,55,9.2
06/26/2015 21:00,81,33,18,59,9.8
06/26/2015 20:00,81,28,16,50,8.3
06/26/2015 19:00,83,27,15,49,8.1
06/26/2015 18:00,83,26,15,47,7.8
06/26/2015 17:00,85,28,16,50,8.4
06/26/2015 16:00,87,32,18,57,9.6
06/26/2015 15:00,85,30,17,53,8.8
06/26/2015 14:00,88,32,18,57,9.5
06/26/2015 13:00,88,29,16,52,8.7
06/26/2015 12:00,90,34,19,60,10
06/26/2015 11:00,90,37,21,66,11
06/26/2015 10:00,88,40,22,71,12
06/26/2015 09:00,90,40,22,71,12
06/26/2015 08:00,88,37,21,66,11
06/26/2015 07:00,90,37,21,66,11
06/26/2015 06:00,88,34,19,60,10
06/26/2015 05:00,88,37,21,66,11
06/26/2015 04:00,85,40,22,71,12
06/26/2015 03:00,85,34,19,60,10
06/26/2015 02:00,85,34,19,60,10
06/26/2015 01:00,85,34,19,60,10
06/26/2015 00:00,84,34,19,60,10
06/25/2015 23:00,84,34,19,60,10
06/25/2015 22:00,84,32,18,57,9.5
06/25/2015 21:00,84,29,16,52,8.6
06/25/2015 20:00,85,30,17,53,8.8
06/25/2015 19:00,85,26,15,47,7.8
06/25/2015 18:00,85,27,15,48,8.0
06/25/2015 17:00,87,30,17,54,9.0
06/25/2015 16:00,90,37,21,66,11
06/25/2015 15:00,90,27,15,48,8.0
06/25/2015 14:00,93,28,16,50,8.3
06/25/2015 13:00,93,29,16,52,8.6
06/25/2015 12:00,93,31,18,56,9.3
06/25/2015 11:00,93,34,19,60,10
06/25/2015 10:00,95,40,22,71,12
06/25/2015 09:00,93,37,21,66,11
06/25/2015 08:00,95,34,19,60,10
06/25/2015 07:00,93,40,22,71,12
06/25/2015 06:00,93,37,21,66,11
06/25/2015 05:00,95,37,21,66,11
06/25/2015 04:00,92,37,21,66,11
06/25/2015 03:00,92,34,19,60,10
06/25/2015 02:00,92,34,19,60,10
06/25/2015 01:00,92,40,22,71,12
06/25/2015 00:00,92,34,19,60,10
06/24/2015 23:00,90,34,19,60,10
06/24/2015 22:00,90,34,19,60,10
06/24/2015 21:00,90,34,19,60,10
06/24/2015 20:00,90,32,18,57,9.5
06/24/2015 19:00,92,27,15,47,7.9
06/24/2015 18:00,93,31,18,56,9.3
06/24/2015 17:00,92,31,17,54,9.1
06/24/2015 16:00,95,29,16,52,8.6
06/24/2015 15:00,93,30,17,54,9.0
06/24/2015 14:00,96,31,18,56,9.3
06/24/2015 13:00,98,33,18,58,9.7
06/24/2015 12:00,96,34,19,60,10
06/24/2015 11:00,98,34,19,60,10
06/24/2015 10:00,98,37,21,66,11
06/24/2015 09:00,98,37,21,66,11
06/24/2015 08:00,98,40,22,71,12
06/24/2015 07:00,100,40,22,71,12
06/24/2015 06:00,98,40,22,71,12
06/24/2015 05:00,98,40,22,71,12
06/24/2015 04:00,98,40,22,71,12
06/24/2015 03:00,98,37,21,66,11
06/24/2015 02:00,98,37,21,66,11
06/24/2015 01:00,95,37,21,66,11
06/24/2015 00:00,96,37,21,66,11
06/23/2015 23:00,92,37,21,66,11
06/23/2015 22:00,93,34,19,60,10
06/23/2015 21:00,95,34,19,60,10
06/23/2015 20:00,93,32,18,56,9.4
06/23/2015 19:00,93,33,19,59,9.9
06/23/2015 18:00,95,32,18,56,9.4
06/23/2015 17:00,95,29,16,52,8.7
06/23/2015 16:00,96,32,18,57,9.6
06/23/2015 15:00,100,34,19,60,10
06/23/2015 14:00,98,34,19,60,10
06/23/2015 13:00,101,37,21,66,11
06/23/2015 12:00,100,37,21,66,11
06/23/2015 11:00,101,37,21,66,11
06/23/2015 10:00,101,43,24,77,13
06/23/2015 09:00,103,50,28,89,15
06/23/2015 08:00,101,46,26,83,14
06/23/2015 07:00,100,53,30,94,16
06/23/2015 06:00,98,46,26,83,14
06/23/2015 05:00,101,50,28,89,15
06/23/2015 04:00,100,53,30,94,16
06/23/2015 03:00,100,46,26,83,14
06/23/2015 02:00,100,50,28,89,15
06/23/2015 01:00,98,53,30,94,16
06/23/2015 00:00,98,46,26,83,14
06/22/2015 23:00,100,46,26,83,14
06/22/2015 22:00,98,46,26,83,14
06/22/2015 21:00,98,43,24,77,13
06/22/2015 20:00,98,46,26,83,14
06/22/2015 19:00,101,40,22,71,12
06/22/2015 18:00,100,37,21,66,11
06/22/2015 17:00,103,43,24,77,13
06/22/2015 16:00,105,40,22,71,12
06/22/2015 15:00,106,43,24,77,13
06/22/2015 14:00,108,40,22,71,12
06/22/2015 13:00,108,40,22,71,12
06/22/2015 12:00,110,50,28,89,15
06/22/2015 11:00,110,43,24,77,13
06/22/2015 10:00,112,46,26,83,14
06/22/2015 09:00,112,46,26,83,14
06/22/2015 08:00,112,50,28,89,15
06/22/2015 07:00,112,56,31,100,17
06/22/2015 06:00,110,50,28,89,15
06/22/2015 05:00,110,50,28,89,15
06/22/2015 04:00,114,53,30,94,16
06/22/2015 03:00,112,56,31,100,17
06/22/2015 02:00,112,56,31,100,17
06/22/2015 01:00,114,59,33,110,18
06/22/2015 00:00,112,53,30,94,16
06/21/2015 23:00,110,56,31,100,17
06/21/2015 22:00,110,53,30,94,16
06/21/2015 21:00,110,46,26,83,14
06/21/2015 20:00,110,43,24,77,13
06/21/2015 19:00,115,46,26,83,14
06/21/2015 18:00,115,50,28,89,15
06/21/2015 17:00,119,43,24,77,13
06/21/2015 16:00,121,65,37,120,20
06/21/2015 15:00,121,50,28,89,15
06/21/2015 14:00,125,53,30,94,16
06/21/2015 13:00,127,62,35,110,19
06/21/2015 12:00,127,62,35,110,19
06/21/2015 11:00,131,56,31,100,17
06/21/2015 10:00,125,53,30,94,16
06/21/2015 09:00,127,53,30,94,16
06/21/2015 08:00,129,69,38,120,21
06/21/2015 07:00,129,72,40,130,22
06/21/2015 06:00,127,56,31,100,17
06/21/2015 05:00,129,75,42,130,23
06/21/2015 04:00,129,62,35,110,19
06/21/2015 03:00,129,56,31,100,17
06/21/2015 02:00,127,59,33,110,18
06/21/2015 01:00,129,75,42,130,23
06/21/2015 00:00,131,62,35,110,19
06/20/2015 23:00,127,65,37,120,20
06/20/2015 22:00,129,62,35,110,19
06/20/2015 21:00,127,59,33,110,18
06/20/2015 20:00,125,59,33,110,18
06/20/2015 19:00,123,56,31,100,17
06/20/2015 18:00,125,50,28,89,15
06/20/2015 17:00,129,56,31,100,17
06/20/2015 16:00,131,62,35,110,19
06/20/2015 15:00,131,56,31,100,17
06/20/2015 14:00,133,78,43,140,24
06/20/2015 13:00,135,56,31,100,17
06/20/2015 12:00,137,62,35,110,19
06/20/2015 11:00,137,65,37,120,20
06/20/2015 10:00,137,65,37,120,20
06/20/2015 09:00,137,65,37,120,20
06/20/2015 08:00,135,72,40,130,22
06/20/2015 07:00,137,75,42,130,23
06/20/2015 06:00,137,78,43,140,24
06/20/2015 05:00,139,72,40,130,22
06/20/2015 04:00,137,84,47,150,26
06/20/2015 03:00,139,69,38,120,21
06/20/2015 02:00,137,75,42,130,23
06/20/2015 01:00,144,78,43,140,24
06/20/2015 00:00,141,81,45,150,25
06/19/2015 23:00,137,81,45,150,25
06/19/2015 22:00,139,84,47,150,26
06/19/2015 21:00,137,84,47,150,26
06/19/2015 20:00,133,69,38,120,21
06/19/2015 19:00,135,69,38,120,21
06/19/2015 18:00,139,72,40,130,22
06/19/2015 17:00,135,87,49,160,27
06/19/2015 16:00,137,110,62,200,35
06/19/2015 15:00,139,120,67,220,38
06/19/2015 14:00,144,91,50,160,28
06/19/2015 13:00,144,72,40,130,22
06/19/2015 12:00,146,65,37,120,20
06/19/2015 11:00,146,65,37,120,20
06/19/2015 10:00,146,62,35,110,19
06/19/2015 09:00,146,62,35,110,19
06/19/2015 08:00,148,62,35,110,19
06/19/2015 07:00,148,62,35,110,19
06/19/2015 06:00,148,65,37,120,20
06/19/2015 05:00,148,62,35,110,19
06/19/2015 04:00,146,59,33,110,18
06/19/2015 03:00,150,62,35,110,19
06/19/2015 02:00,150,62,35,110,19
06/19/2015 01:00,150,72,40,130,22
06/19/2015 00:00,148,65,37,120,20
06/18/2015 23:00,150,65,37,120,20
06/18/2015 22:00,150,65,37,120,20
06/18/2015 21:00,148,56,31,100,17
06/18/2015 20:00,148,59,33,110,18
06/18/2015 19:00,148,56,31,100,17
06/18/2015 18:00,148,56,31,100,17
06/18/2015 17:00,150,56,31,100,17
06/18/2015 16:00,148,53,30,94,16
06/18/2015 15:00,150,50,28,89,15
06/18/2015 14:00,155,53,30,94,16
06/18/2015 13:00,155,56,31,100,17
06/18/2015 12:00,155,62,35,110,19
06/18/2015 11:00,157,56,31,100,17
06/18/2015 10:00,159,56,31,100,17
06/18/2015 09:00,159,59,33,110,18
06/18/2015 08:00,159,59,33,110,18
06/18/2015 07:00,159,62,35,110,19
06/18/2015 06:00,159,65,37,120,20
06/18/2015 05:00,162,65,37,120,20
06/18/2015 04:00,164,65,37,120,20
06/18/2015 03:00,159,69,38,120,21
06/18/2015 02:00,164,69,38,120,21
06/18/2015 01:00,159,75,42,130,23
06/18/2015 00:00,157,69,38,120,21
06/17/2015 23:00,169,69,38,120,21
06/17/2015 22:00,159,78,43,140,24
06/17/2015 21:00,164,65,37,120,20
06/17/2015 20:00,159,72,40,130,22
06/17/2015 19:00,159,81,45,150,25
06/17/2015 18:00,159,69,38,120,21
06/17/2015 17:00,157,62,35,110,19
06/17/2015 16:00,155,75,42,130,23
06/17/2015 15:00,159,62,35,110,19
06/17/2015 14:00,166,62,35,110,19
06/17/2015 13:00,166,62,35,110,19
06/17/2015 12:00,171,65,37,120,20
06/17/2015 11:00,171,65,37,120,20
06/17/2015 10:00,169,72,40,130,22
06/17/2015 09:00,174,78,43,140,24
06/17/2015 08:00,166,72,40,130,22
06/17/2015 07:00,171,75,42,130,23
06/17/2015 06:00,174,78,43,140,24
06/17/2015 05:00,174,81,45,150,25
06/17/2015 04:00,171,81,45,150,25
06/17/2015 03:00,174,81,45,150,25
06/17/2015 02:00,176,81,45,150,25
06/17/2015 01:00,176,84,47,150,26
06/17/2015 00:00,176,84,47,150,26
06/16/2015 23:00,181,84,47,150,26
06/16/2015 22:00,181,91,50,160,28
06/16/2015 21:00,171,78,43,140,24
06/16/2015 20:00,176,78,43,140,24
06/16/2015 19:00,179,78,43,140,24
06/16/2015 18:00,174,75,42,130,23
06/16/2015 17:00,174,78,43,140,24
06/16/2015 16:00,166,75,42,130,23
06/16/2015 15:00,171,75,42,130,23
06/16/2015 14:00,174,75,42,130,23
06/16/2015 13:00,179,78,43,140,24
06/16/2015 12:00,179,78,43,140,24
06/16/2015 11:00,171,78,43,140,24
06/16/2015 10:00,179,78,43,140,24
06/16/2015 09:00,176,87,49,160,27
06/16/2015 08:00,179,91,50,160,28
06/16/2015 07:00,181,91,50,160,28
06/16/2015 06:00,181,94,52,170,29
06/16/2015 05:00,189,94,52,170,29
06/16/2015 04:00,181,100,57,190,32
06/16/2015 03:00,192,110,59,190,33
06/16/2015 02:00,181,110,60,200,34
06/16/2015 01:00,195,110,59,190,33
06/16/2015 00:00,189,110,60,200,34
06/15/2015 23:00,206,110,62,200,35
06/15/2015 22:00,203,110,59,190,33
06/15/2015 21:00,197,94,52,170,29
06/15/2015 20:00,192,91,50,160,28
06/15/2015 19:00,189,91,50,160,28
06/15/2015 18:00,169,91,50,160,28
06/15/2015 17:00,179,120,64,210,36
06/15/2015 16:00,189,94,52,170,29
06/15/2015 15:00,189,84,47,150,26
06/15/2015 14:00,187,87,49,160,27
06/15/2015 13:00,187,91,50,160,28
06/15/2015 12:00,192,87,49,160,27
06/15/2015 11:00,181,91,50,160,28
06/15/2015 10:00,187,94,52,170,29
06/15/2015 09:00,187,97,54,170,30
06/15/2015 08:00,174,100,55,180,31
06/15/2015 07:00,189,100,57,190,32
06/15/2015 06:00,187,110,60,200,34
06/15/2015 05:00,189,120,64,210,36
06/15/2015 04:00,192,130,71,230,40
06/15/2015 03:00,192,140,76,250,43
06/15/2015 02:00,195,160,87,290,50
06/15/2015 01:00,203,230,130,430,75
06/15/2015 00:00,197,580,310,1100,190
06/14/2015 23:00,214,220,120,410,71
06/14/2015 22:00,208,1100,580,2100,370
06/14/2015 21:00,206,150,84,280,48
06/14/2015 20:00,214,120,64,210,36
06/14/2015 19:00,197,110,59,190,33
06/14/2015 18:00,197,100,57,190,32
06/14/2015 17:00,195,110,60,200,34
06/14/2015 16:00,200,120,64,210,36
06/14/2015 15:00,195,130,74,240,42
06/14/2015 14:00,197,120,69,230,39
06/14/2015 13:00,197,100,57,190,32
06/14/2015 12:00,200,100,57,190,32
06/14/2015 11:00,203,110,60,200,34
06/14/2015 10:00,203,120,64,210,36
06/14/2015 09:00,206,110,59,190,33
06/14/2015 08:00,200,110,59,190,33
06/14/2015 07:00,189,110,60,200,34
06/14/2015 06:00,200,110,62,200,35
06/14/2015 05:00,203,120,64,210,36
06/14/2015 04:00,217,120,66,210,37
06/14/2015 03:00,217,130,71,230,40
06/14/2015 02:00,211,130,72,240,41
06/14/2015 01:00,223,140,77,250,44
06/14/2015 00:00,232,140,79,260,45
06/13/2015 23:00,229,150,84,280,48
06/13/2015 22:00,232,150,82,270,47
06/13/2015 21:00,226,140,79,260,45
06/13/2015 20:00,223,140,79,260,45
06/13/2015 19:00,206,140,76,250,43
06/13/2015 18:00,214,130,74,240,42
06/13/2015 17:00,203,130,71,230,40
06/13/2015 16:00,200,130,71,230,40
06/13/2015 15:00,206,130,71,230,40
06/13/2015 14:00,208,130,71,230,40
06/13/2015 13:00,220,130,74,240,42
06/13/2015 12:00,220,130,72,240,41
06/13/2015 11:00,220,130,74,240,42
06/13/2015 10:00,223,130,74,240,42
06/13/2015 09:00,220,140,76,250,43
06/13/2015 08:00,223,140,79,260,45
06/13/2015 07:00,217,150,82,270,47
06/13/2015 06:00,226,160,87,290,50
